Protein,Entry,Gene names  (primary ),UniqID,Intensity,Relative_concentration_ECOR2_Glu,Relative_concentration_ECOR51_Glu,Relative_concentration_NCM_Glu,Relative_concentration_ECOR63_Glu,Relative_concentration_AC_Glu,Relative_concentration_ECOR2_Ace,Relative_concentration_ECOR51_Ace,Relative_concentration_NCM_Ace,Relative_concentration_ECOR63_Ace,Relative_concentration_AC_Ace,Relative_concentration_ECOR2_Glu_log2,Relative_concentration_ECOR51_Glu_log2,Relative_concentration_NCM_Glu_log2,Relative_concentration_ECOR63_Glu_log2,Relative_concentration_AC_Glu_log2,Relative_concentration_ECOR2_Ace_log2,Relative_concentration_ECOR51_Ace_log2,Relative_concentration_NCM_Ace_log2,Relative_concentration_ECOR63_Ace_log2,Relative_concentration_AC_Ace_log2,Intensity_1,Intensity_2,Intensity_3,Intensity_4,Intensity_5,Intensity_6,Intensity_7,Intensity_8,Intensity_9,Intensity_10,massfraction_1,massfraction_2,massfraction_3,massfraction_4,massfraction_5,massfraction_6,massfraction_7,massfraction_8,massfraction_9,massfraction_10
PHOU_ECOLI,P0A9K7,phoU,14,464994100,0.88271439,1.39892836,0.885508585,0.741563867,1.074419487,0.808755818,1.365639553,0.839230742,0.880483496,1.222417082,-0.179981378,0.484322083,-0.1754218,-0.431357144,0.103557376,-0.306223909,0.449576749,-0.252860568,-0.183632133,0.289736609,410456983.3,650493433.7,411756267.6,344822823.1,499598722.3,376066683.7,635014335,390237343.8,409419630.7,568416730.9,7.54E-05,0.000107346,7.38E-05,6.16E-05,8.78E-05,6.68E-05,0.000105015,6.96E-05,7.03E-05,9.76E-05
HEMG_ECOLI,P0ACB4,hemG,20,515127900,0.79420162,1.062769,0.885688909,1.032619188,1.126995719,0.733373409,1.13795765,0.816120358,1.1016353,1.284879885,-0.33242279,0.087828051,-0.175128042,0.046308312,0.172482036,-0.447380139,0.186446867,-0.293146165,0.139646694,0.361633498,409115412.9,547461963.1,456243067.8,531930953.9,580546938.3,377781103.8,586193734.4,420406366.1,567483078.6,661877477,7.51E-05,9.03E-05,8.18E-05,9.50E-05,0.000102056,6.71E-05,9.69E-05,7.50E-05,9.74E-05,0.000113682
TOLA_ECOLI,P19934,tolA,27,430098300,0.947838443,1.054119276,1.168393774,0.956205677,1.209268988,0.79750067,1.13321221,0.843438501,0.953051984,1.144026649,-0.07728692,0.07603812,0.224526576,-0.064607124,0.274135191,-0.326442364,0.180418051,-0.245645217,-0.069373188,0.194120658,407663702.8,453374908.6,502524175.9,411262436,520104535.8,343003682.5,487392645,362761465.3,409906038,492043916.7,7.49E-05,7.48E-05,9.01E-05,7.34E-05,9.14E-05,6.09E-05,8.06E-05,6.47E-05,7.03E-05,8.45E-05
SRKA_ECOLI,P0C0K3,srkA,18,358449900,1.134548341,0.892333961,0.858740961,0.791642069,1.231390525,1.230458556,0.974410715,0.855413271,1.07487667,1.034944303,0.182118081,-0.164344347,-0.219705086,-0.337079813,0.300288373,0.299196066,-0.037398097,-0.225306506,0.104171137,0.049553129,406678739.3,319857019,307815611.7,283764020.6,441391810.5,441057746.4,349277423.3,306622801.4,385289435,370975682,7.47E-05,5.28E-05,5.52E-05,5.07E-05,7.76E-05,7.83E-05,5.78E-05,5.47E-05,6.61E-05,6.37E-05
TSAE_ECOLI,P0AF67,tsaE,16,423609300,0.959244594,1.43278504,0.670253835,0.596135199,1.076335449,1.032188215,1.707245821,0.78301341,0.653589663,1.21580263,-0.060029366,0.518822179,-0.577220525,-0.746288535,0.106127775,0.045706064,0.771670803,-0.352891079,-0.613542929,0.281909045,406344930.9,606941067.8,283925758,252528414.3,455945705.9,437244527.3,723205207.3,331691762.7,276866659.6,515025301.1,7.46E-05,0.000100158,5.09E-05,4.51E-05,8.02E-05,7.76E-05,0.0001196,5.92E-05,4.75E-05,8.85E-05
DPO3X_ECOLI,P06710,dnaX,34,425260100,0.952242005,0.833973895,1.003937694,1.111815029,1.120374226,0.908653728,0.820041333,0.958679915,1.191143552,1.063353898,-0.070599825,-0.26192587,0.005669736,0.152916789,0.1639807,-0.138197482,-0.286231466,-0.060878888,0.252347292,0.088621824,404950530.1,354655822,426934644.1,472810570.5,476450455.3,386414175.2,348730859.4,407688316.4,506545826.2,452201984.9,7.44E-05,5.85E-05,7.65E-05,8.44E-05,8.38E-05,6.86E-05,5.77E-05,7.27E-05,8.69E-05,7.77E-05
GAL7_ECOLI,P09148,galT,23,545430400,0.742379882,1.337553088,0.868441914,0.894269113,0.796813728,0.857058856,1.179849544,1.039218096,1.04538936,1.075282676,-0.42977048,0.419596153,-0.203498737,-0.161219048,-0.327685593,-0.222533815,0.238602897,0.055498459,0.064040381,0.104715973,404916556.1,729542115.6,473674620.8,487761559.8,434606430.1,467465954.4,643525808.7,566821142,570187136.9,586491860,7.43E-05,0.00012039,8.49E-05,8.71E-05,7.64E-05,8.30E-05,0.000106423,0.000101144,9.79E-05,0.000100734
BIOF_ECOLI,P12998,bioF,10,367769400,1.099481101,1.316878529,1.295108477,0.867317772,1.195508129,0.744592726,1.111332092,0.862574674,0.825445921,0.788205518,0.136822806,0.397122275,0.373072942,-0.205367424,0.25762394,-0.425476572,0.152289993,-0.213278737,-0.276754394,-0.343356245,404355505,484307626.4,476301267.5,318972936.5,439671307.5,273838420.1,408713936.8,317228570.4,303573751.3,289877870.5,7.42E-05,7.99E-05,8.54E-05,5.70E-05,7.73E-05,4.86E-05,6.76E-05,5.66E-05,5.21E-05,4.98E-05
UXUB_ECOLI,P39160,uxuB,36,1082308900,0.373407806,1.079102354,0.429354704,1.343999073,0.3748607,0.973433134,0.934499471,1.322072343,1.747930185,0.684570417,-1.421176008,0.109831713,-1.219758098,0.426532143,-1.415573512,-0.038846212,-0.097734247,0.402801122,0.805647562,-0.546729146,404142591.8,1167922082,464694417,1454622158,405715071.9,1053555345,1011417095,1430890663,1891800396,740916654.7,7.42E-05,0.000192732,8.33E-05,0.000259755,7.13E-05,0.000187057,0.000167263,0.000255328,0.000324672,0.000127258
MSCL_ECOLI,P0A742,mscL,10,883165200,0.457174943,1.245913759,0.411603024,0.757746619,1.312654921,0.976807272,1.678165791,0.524250797,0.649929339,1.730556723,-1.129181761,0.31720421,-1.280674513,-0.400212585,0.392487701,-0.033854154,0.746885251,-0.931670945,-0.621645219,0.79123623,403761000.1,1100347674,363513467,669215444.3,1159291146,862682189.7,1482097627,463000060.2,573994974.8,1528367474,7.41E-05,0.000181581,6.51E-05,0.000119503,0.000203794,0.000153168,0.000245101,8.26E-05,9.85E-05,0.000262508
RLUD_ECOLI,P33643,rluD,26,467746600,0.859203071,1.072055726,0.956811108,0.90001567,1.274123211,0.943953467,1.11020184,0.799568732,0.845310775,1.362462464,-0.218928946,0.1003799,-0.063693956,-0.151977974,0.349504797,-0.083212353,0.150821989,-0.32270604,-0.242446255,0.446216484,401889315,501450421,447545142.7,420979269.7,595966800.1,441531024.7,519293135.9,373995555.9,395391240.9,637287185.1,7.38E-05,8.28E-05,8.02E-05,7.52E-05,0.000104766,7.84E-05,8.59E-05,6.67E-05,6.79E-05,0.000109459
YHAJ_ECOLI,P67660,yhaJ,20,465090500,0.863520571,1.130222521,0.970283432,1.016655856,1.034684033,0.921248604,1.123124087,0.84819616,1.082092929,1.004039432,-0.211697548,0.176606841,-0.043521857,0.023831401,0.049190271,-0.118337567,0.167517332,-0.237530144,0.113824402,0.00581593,401615214.1,525655757.2,451269606.6,472836980.3,481221714.1,428463973.7,522354343.4,394487975.9,503271141.5,466969201.6,7.37E-05,8.67E-05,8.09E-05,8.44E-05,8.46E-05,7.61E-05,8.64E-05,7.04E-05,8.64E-05,8.02E-05
ALAA_ECOLI,P0A959,alaA,26,458299540,0.875806545,1.11090544,0.778971103,0.877259576,0.757032234,1.033025193,1.162019735,1.183412922,1.02412836,1.005690721,-0.191315864,0.151736021,-0.360358284,-0.188924304,-0.401573364,0.046875439,0.216634571,0.242953554,0.034396548,0.008186703,401381736.6,509127452.3,357002098.3,402047660.2,346947524.7,473434970.9,532553110,542357597.8,469357556.2,460907594.8,7.37E-05,8.40E-05,6.40E-05,7.18E-05,6.10E-05,8.41E-05,8.81E-05,9.68E-05,8.06E-05,7.92E-05
YGAM_ECOLI,P0ADQ7,ygaM,18,1018070150,0.393773971,1.292000193,0.145132425,0.436616841,1.143500382,1.319031659,1.55000485,0.434595087,0.419031913,2.875446612,-1.344560346,0.369606285,-2.784558215,-1.195560317,0.193456847,0.399479192,0.63227273,-1.202256229,-1.254867974,1.523786052,400889525.3,1315346830,147754989.9,444506572.8,1164163605,1342866759,1578013670,442448285.5,426603882.1,2927406364,7.36E-05,0.000217061,2.65E-05,7.94E-05,0.000204651,0.000238424,0.000260963,7.90E-05,7.32E-05,0.000502803
KTHY_ECOLI,P0A720,tmk,18,304166400,1.316742309,0.953413545,1.263439579,0.854318516,1.274965346,1.08111495,0.974615548,0.936659425,0.970621724,0.784661768,0.396973033,-0.068825973,0.337356673,-0.227154044,0.350458035,0.112519926,-0.037094857,-0.094403524,-0.043018944,-0.349857187,400508767.8,289996365.8,384295868.5,259854987.4,387801619.4,328838842.3,296445302.6,284900325.3,295230515.6,238667745.2,7.35E-05,4.79E-05,6.89E-05,4.64E-05,6.82E-05,5.84E-05,4.90E-05,5.08E-05,5.07E-05,4.10E-05
YGGL_ECOLI,P38521,yggL,15,534847200,0.74708778,1.076673534,0.742671058,0.698810697,1.128226904,1.074605846,1.524400663,0.761356853,0.774697903,1.569126354,-0.420650331,0.106580866,-0.429204738,-0.517026402,0.174057246,0.103807591,0.608242141,-0.393355282,-0.368294261,0.64996153,399577807.1,575855824.8,397215535.7,373756944.8,603429000.7,574749927.8,815321426.5,407209581,414345004,839242836.7,7.34E-05,9.50E-05,7.12E-05,6.67E-05,0.000106078,0.000102046,0.000134834,7.27E-05,7.11E-05,0.000144146
YCHN_ECOLI,P0AB52,ychN,14,605127200,0.659788176,1.259842548,0.692056642,1.280693432,0.553489283,0.892265968,0.982836155,1.282900231,1.113217067,0.542761257,-0.599925171,0.333243441,-0.531037974,0.356925169,-0.853372712,-0.16445428,-0.024977164,0.359408979,0.154734932,-0.881610352,399255771.5,762364993.7,418782297.7,774982430.5,334931420,539934406.8,594740890.7,776317824.7,673637926.6,328439599.8,7.33E-05,0.000125807,7.50E-05,0.00013839,5.89E-05,9.59E-05,9.84E-05,0.000138526,0.00011561,5.64E-05
RLMF_ECOLI,P75782,rlmF,6,345850700,1.150978408,0.758051729,1.081244949,0.950344847,1.018996846,1.033939381,0.94263883,0.9802332,1.038135735,1.077345438,0.202860769,-0.399631794,0.112693393,-0.073476982,0.027149587,0.048151604,-0.085222983,-0.028803084,0.053995086,0.107480907,398066688,262172721.3,373949322.4,328677430.6,352420772.6,357588658.7,326012299.3,339014338.4,359039970.5,372600673.8,7.31E-05,4.33E-05,6.70E-05,5.87E-05,6.20E-05,6.35E-05,5.39E-05,6.05E-05,6.16E-05,6.40E-05
IGAA_ECOLI,P45800,yrfF,27,476579910,0.834853247,1.187660827,1.077890016,0.945651955,0.897291041,0.803492023,1.045360395,1.225468466,1.061271723,0.834187632,-0.260405476,0.248122889,0.108209978,-0.080618795,-0.156352088,-0.315644393,0.064000407,0.29333336,0.085794084,-0.261556172,397874285.5,566015290.1,513700726.6,450678723.4,427630883.7,382928156.2,498197763.1,584033651,505780782.2,397557066.7,7.31E-05,9.34E-05,9.21E-05,8.05E-05,7.52E-05,6.80E-05,8.24E-05,0.000104215,8.68E-05,6.83E-05
YEIR_ECOLI,P33030,yeiR,15,374429700,1.058425401,0.94987682,0.97293494,0.742556715,1.245374337,1.002828842,1.057692935,0.832683464,0.847459049,1.298500933,0.08191959,-0.074187658,-0.039584759,-0.429426874,0.316579455,0.004075395,0.080920851,-0.264159921,-0.238784438,0.376847051,396305905.3,355662092.9,364295737.8,278035288.1,466305139.4,375488902.6,396031648.2,311781419.5,317313837.7,486197314.9,7.28E-05,5.87E-05,6.53E-05,4.96E-05,8.20E-05,6.67E-05,6.55E-05,5.56E-05,5.45E-05,8.35E-05
FTSE_ECOLI,P0A9R7,ftsE,17,529003900,0.748994505,1.219330898,0.845101842,0.970565593,1.101193575,0.887773072,1.22743527,0.831759051,1.005411383,1.155685321,-0.416972961,0.286089693,-0.242802887,-0.043102378,0.139068097,-0.171737146,0.295646945,-0.265762435,0.007785929,0.208748623,396221014,645030800.7,447062170.1,513432984.1,582535695.6,469635417.2,649318044.9,440003781.6,531866542.9,611362041.9,7.27E-05,0.000106444,8.01E-05,9.17E-05,0.000102405,8.34E-05,0.000107381,7.85E-05,9.13E-05,0.000105006
YIAD_ECOLI,P37665,yiaD,8,118622200,3.332255044,0.539380859,1.439013513,0.604578542,1.212587051,1.492110071,0.668536064,0.806292868,0.62346651,0.730228782,1.736498826,-0.890623771,0.52508014,-0.72599832,0.278088321,0.577353965,-0.580922707,-0.310624134,-0.681616028,-0.453579561,395279424.3,63982544.08,170698948.8,71716436.72,143839743.6,176997379.3,79303218.7,95644233.87,73956969.06,86621344.65,7.26E-05,1.06E-05,3.06E-05,1.28E-05,2.53E-05,3.14E-05,1.31E-05,1.71E-05,1.27E-05,1.49E-05
ARGP_ECOLI,P0A8S1,argP,26,422839900,0.933678712,1.118222233,1.036439004,1.040837535,1.022229252,0.887607521,1.060803805,0.925202538,1.122131303,0.86451037,-0.099001906,0.161206935,0.051635214,0.057744895,0.03171878,-0.172006202,0.085157855,-0.112158871,0.166241499,-0.210044825,394796613,472828977.1,438247764.9,440107639.2,432239314.5,375315875.6,448550174.7,391212548.7,474481888,365549478.4,7.25E-05,7.80E-05,7.85E-05,7.86E-05,7.60E-05,6.66E-05,7.42E-05,6.98E-05,8.14E-05,6.28E-05
CINAL_ECOLI,P77808,yfaY,19,431854200,0.913309789,1.263892272,0.853563593,0.953964217,0.919540096,0.971151449,1.132569087,1.077590208,0.991411493,0.865685012,-0.130823799,0.3378735,-0.228429453,-0.067992943,-0.121015612,-0.042231796,0.179599058,0.107808646,-0.012444111,-0.208085913,394416668.3,545817185.9,368615022.5,411973453.6,397107252.4,419395832.2,489104717.1,465361857.2,428145217.3,373849708.2,7.24E-05,9.01E-05,6.61E-05,7.36E-05,6.98E-05,7.45E-05,8.09E-05,8.30E-05,7.35E-05,6.42E-05
FEPC_ECOLI,P23878,fepC,9,400951000,0.982850826,0.918608174,0.943485946,1.19198326,0.764202029,0.888791324,0.879899516,1.113587331,1.230604439,0.668545218,-0.024955629,-0.122478475,-0.083927067,0.253363975,-0.387974008,-0.17008336,-0.184589317,0.155214704,0.299367102,-0.580902952,394075021.5,368316865.8,378291633.5,477926880.1,306407567.5,356361770.3,352796590.9,446493954.1,493412080.5,268053873.8,7.24E-05,6.08E-05,6.78E-05,8.53E-05,5.39E-05,6.33E-05,5.83E-05,7.97E-05,8.47E-05,4.60E-05
CPXP_ECOLI,P0AE85,cpxP,18,978784600,0.402157297,1.486780971,0.374694992,0.549714554,0.894049047,0.873586254,1.847594305,1.042206964,0.795926214,1.440087996,-1.314168198,0.572192129,-1.4162114,-0.863245418,-0.161574115,-0.19497794,0.885648005,0.0596418,-0.329293402,0.52615697,393625369,1455238318,366745687.7,538052140.3,875081439.2,855052771.9,1808396853,1020096126,779040321.4,1409535953,7.23E-05,0.000240146,6.57E-05,9.61E-05,0.000153833,0.000151813,0.000299063,0.000182026,0.000133699,0.000242098
SECG_ECOLI,P0AG99,secG,5,317367000,1.239311969,0.627077298,1.230206047,1.516788251,0.868776917,0.930027861,0.850838113,0.962138728,0.951584246,0.608343795,0.309539399,-0.673284803,0.298899973,0.601019695,-0.202942323,-0.104654159,-0.233043435,-0.055683168,-0.071596707,-0.717041226,393316721.5,199013640.9,390426802.6,481378536.9,275721123.8,295160152.1,270027939.3,305351081.7,302001437.5,193068245.3,7.22E-05,3.28E-05,7.00E-05,8.60E-05,4.85E-05,5.24E-05,4.47E-05,5.45E-05,5.18E-05,3.32E-05
SSRP_ECOLI,P0A832,smpB,7,433188000,0.904551374,1.204863136,0.615942107,0.980070074,1.157672249,0.897298738,1.075991879,0.861088502,0.817348017,1.448139982,-0.144725651,0.268869276,-0.699133338,-0.029043191,0.211226867,-0.156339713,0.105667189,-0.21576657,-0.290977603,0.534201064,391840800.8,521932252.1,266818729.3,424554595.2,501489726.4,388699045.6,466106770.1,373013206.2,354065352.9,627316862.3,7.19E-05,8.61E-05,4.78E-05,7.58E-05,8.82E-05,6.90E-05,7.71E-05,6.66E-05,6.08E-05,0.000107746
PUTA_ECOLI,P09546,putA,40,578764500,0.676292433,1.055141943,0.835427344,1.13381254,0.9828705,0.801513043,0.959593912,1.18115181,1.259929197,0.751584377,-0.564280884,0.077437091,-0.259413731,0.18118213,-0.02492675,-0.319202097,-0.059504091,0.240194402,0.333342663,-0.411993017,391414051.6,610678699.1,483515689,656210447.7,568850553.7,463887295.8,555378890.5,683608736.8,729202291.9,434990356,7.19E-05,0.000100775,8.67E-05,0.000117181,1.00E-04,8.24E-05,9.18E-05,0.000121983,0.000125146,7.47E-05
NFSA_ECOLI,P17117,nfsA,13,369660800,1.057112136,0.879928789,1.1561947,1.179072922,0.850080895,1.004868241,0.909960965,0.89971838,1.15644386,0.714111771,0.080128422,-0.184541322,0.209384365,0.237652947,-0.234327957,0.007006347,-0.136123436,-0.1524546,0.209695231,-0.485778195,390772917.8,325275180,427399857.9,435857039.5,314241583.9,371460397.8,336376898.4,332590616,427491962.3,263979128.7,7.17E-05,5.37E-05,7.66E-05,7.78E-05,5.52E-05,6.60E-05,5.56E-05,5.93E-05,7.34E-05,4.53E-05
ATMA_ECOLI,P0ABB8,mgtA,28,516206100,0.749334706,0.590712823,0.504459172,1.318459157,1.574445556,0.83706697,0.702187941,0.757984944,1.428977098,1.203326015,-0.416317823,-0.759471164,-0.987190585,0.39885288,0.65484387,-0.256585044,-0.510070875,-0.399758902,0.514982795,0.267027562,386811146,304929562.8,260404901.6,680596659.4,812738400,432099075.9,362473698.4,391276452,737646694.7,621164229.3,7.10E-05,5.03E-05,4.67E-05,0.000121536,0.000142873,7.67E-05,5.99E-05,6.98E-05,0.000126595,0.000106689
FADR_ECOLI,P0A8V6,fadR,13,433030100,0.890885707,1.356332592,0.986713069,1.22707155,0.829052151,0.7355774,0.873605832,0.874138157,1.210421253,0.623938842,-0.166687736,0.439710991,-0.019297477,0.295219374,-0.270465239,-0.44305094,-0.194945608,-0.19406678,0.275509225,-0.680523471,385780326.9,587332837.7,427276459,531358916,359004535.6,318527155,378297620.6,378528133.6,524148836.4,270184299.1,7.08E-05,9.69E-05,7.66E-05,9.49E-05,6.31E-05,5.66E-05,6.26E-05,6.75E-05,9.00E-05,4.64E-05
SUPH_ECOLI,P75792,ybiV,18,277181700,1.385951275,0.829392255,1.046589544,0.3944446,1.614583232,1.428265116,0.979137806,0.904644472,0.522939275,1.657104705,0.470876538,-0.26987352,0.065695752,-1.342105409,0.691161814,0.514263798,-0.030416173,-0.144577175,-0.935284668,0.728664763,384160330.5,229892355.2,290095469.1,109332824.7,447532925,395888952.8,271399081.6,250750892.6,144949197.2,459319099.1,7.05E-05,3.79E-05,5.20E-05,1.95E-05,7.87E-05,7.03E-05,4.49E-05,4.47E-05,2.49E-05,7.89E-05
RLMJ_ECOLI,P37634,rlmJ,20,356636650,1.075747719,0.842181058,1.057493453,1.057163615,0.979727556,0.947229974,1.024761751,0.756693675,0.912788171,1.208217422,0.105339781,-0.247797667,0.080648732,0.080198677,-0.029547476,-0.078213361,0.035288533,-0.40221871,-0.131648,0.272880094,383651062.8,300352631.4,377140922.6,377023290.3,349406753.6,337816924.7,365467597.8,269864697.2,325533715.3,430894613.7,7.04E-05,4.96E-05,6.76E-05,6.73E-05,6.14E-05,6.00E-05,6.04E-05,4.82E-05,5.59E-05,7.40E-05
TRMA_ECOLI,P23003,trmA,11,381456400,1.004995847,0.827977801,1.291198228,1.085399098,0.992739894,0.940640567,0.816686681,0.874948821,1.223981358,0.81390965,0.00718954,-0.272336007,0.368710503,0.118225615,-0.010512326,-0.088284542,-0.292145396,-0.192729464,0.291581585,-0.297059442,383362097.8,315837431.2,492535827.6,414032432.5,378686986.1,358813364.4,311530361.2,333754827.4,466895522.5,310471044.9,7.04E-05,5.21E-05,8.83E-05,7.39E-05,6.66E-05,6.37E-05,5.15E-05,5.96E-05,8.01E-05,5.33E-05
RMLD_ECOLI,P37760,rfbD,13,198922100,1.924620276,1.651278249,0.186059368,0.132981526,2.451148024,1.571300895,1.56313429,0.163263485,0.10420433,1.512089754,0.944573833,0.723583243,-2.426165063,-2.910702252,1.293457611,0.651959475,0.644441727,-2.614725939,-3.262512874,0.596543777,382849507,328475737,37011320.23,26452964.5,487587512.3,312566473.8,310941955.6,32476715.24,20728544.06,300788069.3,7.03E-05,5.42E-05,6.63E-06,4.72E-06,8.57E-05,5.55E-05,5.14E-05,5.80E-06,3.56E-06,5.17E-05
SDHD_ECOLI,P00926,dsdA,14,408972150,0.933944029,1.080672776,0.784208768,0.716346678,0.969395536,1.283533839,1.105080088,1.147733923,0.889887051,1.1036764,-0.098592002,0.111929746,-0.350690322,-0.481270143,-0.044842656,0.360121331,0.144150929,0.198788224,-0.168305861,0.142317233,381957097.6,441965068.7,320719546,292965840.9,396455776.6,524929593.6,451946979.3,469391210.2,363939020.6,451372910.2,7.01E-05,7.29E-05,5.75E-05,5.23E-05,6.97E-05,9.32E-05,7.47E-05,8.38E-05,6.25E-05,7.75E-05
YGFB_ECOLI,P0A8C4,ygfB,6,352674500,1.081693795,0.633277575,1.116532189,1.237969959,0.892463982,1.593123999,0.872429384,1.085792661,0.658336224,0.501035813,0.11329216,-0.659090102,0.159024844,0.307976306,-0.164134148,0.671858562,-0.196889733,0.118748638,-0.603103514,-0.997014366,381485818.2,223340852.1,393772431.6,436600436.2,314749288.8,561854209.9,307683596.8,382931384,232178398.5,176702554.9,7.00E-05,3.69E-05,7.06E-05,7.80E-05,5.53E-05,9.98E-05,5.09E-05,6.83E-05,3.98E-05,3.03E-05
CYDD_ECOLI,P29018,cydD,18,349798720,1.084663374,0.798620463,0.870708705,1.004780787,1.172623848,1.091343488,0.86917783,0.936960057,1.011503362,1.077329195,0.11724737,-0.324418056,-0.199737949,0.006880784,0.229740302,0.126105246,-0.202276719,-0.093940548,0.016501116,0.107459156,379413859.7,279356415.8,304572790.4,351471033.3,410182321,381750555.3,304037292.4,327747428.6,353822581.4,376848373.4,6.97E-05,4.61E-05,5.46E-05,6.28E-05,7.21E-05,6.78E-05,5.03E-05,5.85E-05,6.07E-05,6.47E-05
DUSA_ECOLI,P32695,dusA,14,339469700,1.114523932,1.16414944,1.127839173,0.823762502,0.833184647,1.12963865,1.042597961,0.950365015,0.920870241,0.853423516,0.156427596,0.219276267,0.173561357,-0.27969964,-0.263291839,0.175861356,0.060182944,-0.073446366,-0.118930214,-0.22866623,378347105,395193461.3,382867225.6,279642409.3,282840942.2,383478093.6,353930417.1,322620126.6,312607544.4,289711425.1,6.95E-05,6.52E-05,6.86E-05,4.99E-05,4.97E-05,6.81E-05,5.85E-05,5.76E-05,5.36E-05,4.98E-05
GLGX_ECOLI,P15067,glgX,26,606560900,0.622366872,1.115482425,0.579546094,1.097916073,0.815514679,0.860765713,1.110455942,0.9185707,1.224628915,1.093361926,-0.684162826,0.157667784,-0.787004686,0.134767776,-0.294217249,-0.216307483,0.151152154,-0.122537329,0.292344653,0.128771043,377503409.9,676608023.9,351530000.1,665952961.2,494659317.8,522106825.6,673559155.6,557169070.5,742812016.9,663190594,6.93E-05,0.000111655,6.30E-05,0.000118921,8.70E-05,9.27E-05,0.00011139,9.94E-05,0.000127482,0.000113908
GSIA_ECOLI,P75796,gsiA,17,391452100,0.959926538,0.799930427,1.021687836,0.774598458,1.137102232,1.296337424,0.719037933,1.304863003,0.722928628,1.326021458,-0.059004093,-0.322053567,0.030954466,-0.368479465,0.185361967,0.374441287,-0.475860212,0.383898347,-0.468074873,0.407104121,375765259,313134445.4,399941848.8,303218193.2,445121056.7,507454007,281468908.9,510791362.6,282991929.5,519073884.2,6.90E-05,5.17E-05,7.17E-05,5.41E-05,7.82E-05,9.01E-05,4.65E-05,9.11E-05,4.86E-05,8.92E-05
YHBS_ECOLI,P63417,yhbS,13,735676400,0.510245257,1.491847928,0.426972799,0.705929626,0.724212503,1.148222943,1.573812642,1.122460083,0.862687785,1.151523907,-0.970737228,0.577100482,-1.227783932,-0.502403726,-0.465515011,0.199402788,0.654263802,0.166664141,-0.213089566,0.203544363,375375393.8,1097517313,314113811.5,519335766,532786046.9,844720521.4,1157816819,825767393,634659044.2,847148962.1,6.89E-05,0.000181114,5.63E-05,9.27E-05,9.37E-05,0.000149979,0.000191474,0.00014735,0.00010892,0.000145504
PDXK_ECOLI,P40191,pdxK,16,407170900,0.921562765,1.033074716,0.944691156,0.918664264,0.870442305,1.050459389,1.192345549,1.122089928,0.945897777,1.05462949,-0.117845668,0.046944599,-0.082085343,-0.122390386,-0.200179419,0.071020388,0.253802399,0.166188303,-0.080243815,0.076736243,375233540.4,420637961.9,384650748.2,374053355.1,354418776.8,427716494.7,485488410.5,456882365.8,385142049.1,429414438.5,6.89E-05,6.94E-05,6.89E-05,6.68E-05,6.23E-05,7.59E-05,8.03E-05,8.15E-05,6.61E-05,7.38E-05
