gene_name,go_terms,cog_class,cog_letter,b_number,mass_fraction,dataset_name,strain,growth_rate_hr,carbon_source
fcl,GO:0070401; GO:0009226; GO:0016491; GO:0003824; GO:0042803; GO:0050662; GO:0042351; GO:0009242; GO:0005829; GO:0008152; GO:0055114; GO:0016853; GO:0050577; GO:0005737,cellular processes and signaling,M,b2052,0.0,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
fdnI,GO:0008863; GO:0015944; GO:0005515; GO:0020037; GO:0005887; GO:0036397; GO:0055114; GO:0016020; GO:0022904; GO:0046872; GO:0005886; GO:0045333; GO:0016021; GO:0009326; GO:0009061; GO:0009055,metabolism,C,b1476,3.86e-06,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
fdoI,GO:0009055; GO:0036397; GO:0008863; GO:0015944; GO:0055114; GO:0016021; GO:0016020; GO:0005886; GO:0022904; GO:0006974; GO:0005887; GO:0020037; GO:0046872; GO:0045333; GO:0009326; GO:0009061,metabolism,C,b3892,2.4e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
fdx,GO:0022900; GO:0005829; GO:0055114; GO:0016226; GO:0009055; GO:0051537; GO:0051536; GO:0046872; GO:0005515,metabolism,C,b2525,0.00039,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
fecB,GO:0005623; GO:0005515; GO:0006811; GO:0033214; GO:0010039; GO:0030288; GO:0055072; GO:0042597,metabolism,P,b4290,2.46e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
fecE,GO:0055085; GO:0042626; GO:0055052; GO:0016020; GO:0055072; GO:0005886; GO:0016887; GO:0006811; GO:0005524; GO:0000166,metabolism,P,b4287,1.25e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
fecI,GO:2000142; GO:0006352; GO:0003700; GO:0005829; GO:0055072; GO:0006811; GO:0006355; GO:0003677; GO:0016987; GO:0005737,information storage and processing,K,b4293,0.000393,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
feoB,GO:0072511; GO:0006826; GO:0005623; GO:0005887; GO:0098711; GO:0042802; GO:0006811; GO:0000166; GO:0006974; GO:0055072; GO:0005886; GO:0016021; GO:0016020; GO:0015093; GO:0005525,metabolism,P,b3409,8.18e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
fes,GO:0005623; GO:0033214; GO:0006826; GO:0006811; GO:0005506; GO:0005829; GO:0046214; GO:0055072; GO:0008849; GO:0005737,metabolism,P,b0585,0.00021,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
ffh,GO:1990904; GO:0005515; GO:0005829; GO:0005737; GO:0000166; GO:0008312; GO:0006614; GO:0003924; GO:0006612; GO:0048500; GO:0005525; GO:0003723,cellular processes and signaling,U,b2610,0.000161,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
fhlA,GO:0005667; GO:0042802; GO:0000986; GO:2000144; GO:0005515; GO:0043565; GO:0008134; GO:0006355; GO:0005829; GO:0005524; GO:0003677; GO:0000166; GO:0000160; GO:0006351,information storage and processing,K,b2731,3.54e-06,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
fic,GO:0005829; GO:0005515; GO:0051302; GO:0005524; GO:0000166; GO:0016779; GO:0016740,cellular processes and signaling,T,b3361,5.08e-06,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
fimD,GO:0005515; GO:0009279; GO:0016021; GO:0015473; GO:0009297; GO:0016020; GO:0055085,cellular processes and signaling,W,b4317,4.53e-07,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
fimH,GO:0043711; GO:0043709; GO:0033644; GO:0005576; GO:0005537; GO:0007155; GO:0005515; GO:0009289,Not Assigned,Not Assigned,b4320,2.28e-06,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
fis,GO:0045893; GO:0003700; GO:0001216; GO:0045911; GO:0045892; GO:0044374; GO:0042803; GO:0032993; GO:0032359; GO:0031421; GO:0001217; GO:0001121; GO:0000985; GO:0000976; GO:0009314; GO:0009295; GO:0005737; GO:0005515; GO:0005829; GO:0034401; GO:0000787; GO:0043565; GO:0006355; GO:0003677,information storage and processing,K,b3261,0.000556,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
fiu,GO:0044718; GO:0038023; GO:0015344; GO:0055072; GO:0016020; GO:0006811; GO:0042884; GO:0016021; GO:0015891; GO:0015891; GO:0009279,metabolism,P,b0805,0.000447,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
fliA,GO:2000142; GO:0010468; GO:0006352; GO:0003700; GO:0001123; GO:0003899; GO:0005829; GO:0005515; GO:0006355; GO:0006355; GO:0003677; GO:0016987; GO:0005737,information storage and processing,K,b1922,0.00169,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
flk,GO:0005887; GO:0031224; GO:0010468; GO:0016020; GO:0016021; GO:0005886,Not Assigned,Not Assigned,b2321,3.57e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
flu,GO:0016020; GO:0042597; GO:0016021; GO:0009986; GO:0005576; GO:0009279; GO:0009279,Not Assigned,Not Assigned,b2000,1.49e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
fmt,GO:0006413; GO:0016742; GO:0016740; GO:0003824; GO:0071951; GO:0009058; GO:0005829; GO:0019988; GO:0006412; GO:0004479,information storage and processing,J,b3288,0.000221,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
fnr,GO:0045893; GO:0032993; GO:0001216; GO:0000976; GO:0005829; GO:0071731; GO:0051539; GO:0051536; GO:0046872; GO:0006355; GO:0006355; GO:0003700; GO:0003677; GO:0009061; GO:0005737,cellular processes and signaling,T,b1334,0.000577,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
folE,GO:0006729; GO:0005829; GO:0016787; GO:0008152; GO:0003824; GO:0000166; GO:0046872; GO:0046654; GO:0035998; GO:0005525; GO:0008270; GO:0008616; GO:0006730; GO:0005737; GO:0003934,metabolism,H,b2153,0.00143,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
fpr,GO:0000166; GO:0005737; GO:0016226; GO:0000303; GO:0071949; GO:0005829; GO:0016491; GO:0042493; GO:0055114; GO:0004324,metabolism,C,b3924,6.83e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
frc,GO:0008410; GO:0005829; GO:0016740; GO:0071468; GO:0033611; GO:0033608,metabolism,I,b2374,4.12e-07,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
fre,GO:0043085; GO:0030091; GO:0008047; GO:0005829; GO:0006979; GO:0052875; GO:0042602; GO:0055072; GO:0055114; GO:0016491; GO:0006811,metabolism,C,b3844,0.000215,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
frr,GO:0006415; GO:0005515; GO:0043023; GO:0002184; GO:0005829; GO:0006412; GO:0005737,information storage and processing,J,b0172,0.000629,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
fsr,GO:0005887; GO:0055085; GO:0006974; GO:0005886; GO:0046677; GO:0016021; GO:0016020,metabolism,P,b0479,2.67e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
ftp,GO:0071949; GO:0031237; GO:0046872; GO:0016740; GO:0017013; GO:0030288; GO:0005886; GO:0016020,metabolism,H,b2214,1.07e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
ftsW,GO:0043093; GO:0016757; GO:0016740; GO:0008955; GO:0071555; GO:0015836; GO:0032153; GO:0016021; GO:0016020; GO:0005887; GO:0015648; GO:0005515; GO:0005886; GO:0051301; GO:0009252; GO:0008360; GO:0007049,cellular processes and signaling,D,b0089,9.85e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
ftsY,GO:0006612; GO:0006605; GO:0005047; GO:0042803; GO:0005515; GO:0019897; GO:0016020; GO:0005886; GO:0005737; GO:0000166; GO:0005829; GO:0031226; GO:0003924; GO:0006614; GO:0005525,cellular processes and signaling,U,b3464,5e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
fucP,GO:0016020; GO:0015293; GO:0015150; GO:0008643; GO:0055085; GO:0005886; GO:0016021; GO:0006004; GO:0005975; GO:0015518; GO:0015517; GO:0015535; GO:0009679; GO:0015755; GO:0015756; GO:0015757; GO:0015751,metabolism,G,b2801,1.63e-06,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
fur,GO:1900705; GO:1900376; GO:0044212; GO:0045893; GO:0043565; GO:0032993; GO:0001217; GO:0001216; GO:0000976; GO:0005829; GO:0046872; GO:0003700; GO:0006355; GO:0008270; GO:0003677; GO:0045892; GO:0005737,metabolism,P,b0683,0.000811,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
gabD,GO:0050661; GO:0016620; GO:0102810; GO:0036243; GO:0051289; GO:0005829; GO:0016491; GO:0006807; GO:0004777; GO:0055114; GO:0009013; GO:0009450,metabolism,C,b2661,2.61e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
gabP,GO:0055085; GO:0022857; GO:0006995; GO:0090549; GO:0015291; GO:0015812; GO:0015185; GO:0009450; GO:0006974; GO:0005886; GO:0016021; GO:0016020; GO:0006865,metabolism,E,b2663,5.75e-06,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
gcd,GO:0005515; GO:0048038; GO:0016614; GO:0016491; GO:0016020; GO:0030288; GO:0019595; GO:0000287; GO:0048039; GO:0070968; GO:0055114; GO:0005886; GO:0016021; GO:0008876,metabolism,G,b0124,1.14e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
gcl,GO:0071949; GO:0042802; GO:0016829; GO:0003824; GO:0000287; GO:0030976; GO:0009436; GO:0046296; GO:0009028,metabolism,Q,b0507,1.29e-06,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
gcvA,GO:0009411; GO:0043565; GO:0003700; GO:0005829; GO:0006355; GO:0003677; GO:0006351; GO:0005737,information storage and processing,K,b2808,2.68e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
gcvH,GO:0005829; GO:0005960; GO:0005737; GO:0031405; GO:0019464,metabolism,E,b2904,0.00032,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
gcvP,GO:0030170; GO:0019464; GO:0016594; GO:0005960; GO:0016491; GO:0003824; GO:0042802; GO:0006546; GO:0006544; GO:0055114; GO:0005829; GO:0004375,metabolism,E,b2903,7.74e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
gcvT,GO:0005829; GO:0016740; GO:0006546; GO:0008483; GO:0019464; GO:0004047; GO:0009257,metabolism,E,b2905,0.000117,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
ggt,GO:0103068; GO:0102953; GO:0006750; GO:0034722; GO:0006751; GO:0043102; GO:0097264; GO:0008233; GO:0006508; GO:0016746; GO:0016740; GO:0036374; GO:0016787; GO:0006749; GO:0030288; GO:0042597,metabolism,E,b3447,4.2e-06,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
glf,GO:0005515; GO:0050660; GO:0005829; GO:0016853; GO:0009103; GO:0008767,cellular processes and signaling,M,b2036,4.92e-08,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
glk,GO:0005536; GO:0016740; GO:0016301; GO:0051156; GO:0005829; GO:0016310; GO:0006096; GO:0005524; GO:0000166; GO:0004340; GO:0005737,metabolism,G,b2388,0.00013,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
glnB,GO:0042304; GO:0005524; GO:0036094; GO:0050790; GO:0042802; GO:0030234; GO:0005829; GO:0006808; GO:0005515; GO:0000166,cellular processes and signaling,T,b2553,0.000309,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
glnD,GO:0008081; GO:0005515; GO:0016787; GO:0006808; GO:0016779; GO:0016740; GO:0008152; GO:0003824; GO:0006807; GO:0005829; GO:0008773; GO:0006464,cellular processes and signaling,O,b0167,2.69e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
glnG,GO:0005737; GO:0005515; GO:0043565; GO:0006808; GO:0008134; GO:0000156; GO:0006355; GO:0005829; GO:0009399; GO:0005524; GO:0003677; GO:0000166; GO:0000160,cellular processes and signaling,T,b3868,9.32e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
glpG,GO:0042802; GO:0005887; GO:0004175; GO:0016787; GO:0016020; GO:0008233; GO:0004252; GO:0006508; GO:0008236; GO:0005886; GO:0016021,cellular processes and signaling,O,b3424,3.71e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
glpQ,GO:0005509; GO:0042802; GO:0008081; GO:0006629; GO:0046872; GO:0042597; GO:0016787; GO:0008889; GO:0006071,metabolism,I,b2239,4.34e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
glpT,GO:0022857; GO:0035435; GO:0055085; GO:0015169; GO:0005886; GO:0016021; GO:0016020; GO:0006071; GO:0015527; GO:0015315; GO:0015794; GO:0015793; GO:0006810,metabolism,G,b2240,1.72e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
glyQ,GO:0005515; GO:0006426; GO:0005829; GO:0016874; GO:0006412; GO:0005524; GO:0004812; GO:0000166; GO:0004820; GO:0005737,information storage and processing,J,b3560,0.000301,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
glyS,GO:0005515; GO:0005737; GO:0006426; GO:0006420; GO:0004814; GO:0005829; GO:0016874; GO:0006412; GO:0005524; GO:0004812; GO:0000166; GO:0004820,information storage and processing,J,b3559,0.000399,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
gmd,GO:0070401; GO:0005737; GO:0042803; GO:0019673; GO:0042351; GO:0005829; GO:0016829; GO:0008446; GO:0009242,cellular processes and signaling,M,b2053,0.0,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
gmk,GO:0006163; GO:0046710; GO:0046037; GO:0016740; GO:0016301; GO:0005829; GO:0042802; GO:0016310; GO:0005524; GO:0000166; GO:0004385; GO:0005737,metabolism,F,b3648,0.000152,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
gmm,GO:0005829; GO:0046872; GO:0016787; GO:0008727; GO:0030145; GO:0009103; GO:0000287; GO:0047917,metabolism,F,b2051,0.0,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
gnd,GO:0050661; GO:0009051; GO:0046177; GO:0005829; GO:0042802; GO:0055114; GO:0016491; GO:0042803; GO:0019521; GO:0006098; GO:0004616,metabolism,G,b2029,0.000247,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
gor,GO:0034599; GO:0005829; GO:0005623; GO:0022900; GO:0009055; GO:0098869; GO:0071949; GO:0016668; GO:0016491; GO:0050661; GO:0050660; GO:0045454; GO:0006749; GO:0042803; GO:0055114; GO:0004362; GO:0005737,metabolism,C,b3500,8.96e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
gph,GO:0016791; GO:0046872; GO:0016787; GO:0046295; GO:0005829; GO:0016311; GO:0031404; GO:0005975; GO:0000287; GO:0006281; GO:0008967,metabolism,C,b3385,9.31e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
gpp,GO:0016787; GO:0015974; GO:0015970; GO:0005829; GO:0042803; GO:0008894; GO:0042594; GO:0006793; GO:0015949; GO:0005737,metabolism,P,b3779,0.000143,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
gpt,GO:0097216; GO:0000287; GO:0051289; GO:0016757; GO:0016740; GO:0009116; GO:0042802; GO:0006166; GO:0016020; GO:0005886; GO:0005829; GO:0032263; GO:0032264; GO:0032265; GO:0046872; GO:0000310; GO:0004422,metabolism,F,b0238,0.000172,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
grpE,GO:0065003; GO:0032991; GO:0019904; GO:0051082; GO:0051085; GO:0005515; GO:0050790; GO:0051087; GO:0042803; GO:0006457; GO:0000774; GO:0005829; GO:0043335; GO:0009408; GO:0005737,cellular processes and signaling,O,b2614,0.000587,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
grxA,GO:0000166; GO:0022900; GO:0005623; GO:0005829; GO:0055114; GO:0045454; GO:0015035; GO:0009055; GO:0009263,cellular processes and signaling,O,b0849,1.99e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
gsk,GO:0046835; GO:0019200; GO:0005829; GO:0005515; GO:0016773; GO:0016740; GO:0016301; GO:0032264; GO:0042803; GO:0016310; GO:0005524; GO:0000166; GO:0008906,metabolism,G,b0477,7.28e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
gss,GO:0005829; GO:0005515; GO:0016874; GO:0016787; GO:0003824; GO:0046872; GO:0008216; GO:0006749; GO:0008152; GO:0005524; GO:0000166; GO:0008884; GO:0008885,metabolism,E,b2988,3.18e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
hcp,GO:0005515; GO:0018119; GO:0035606; GO:0046210; GO:0098869; GO:0005829; GO:0016661; GO:0016491; GO:0003824; GO:0042542; GO:0004601; GO:0055114; GO:0051537; GO:0051536; GO:0046872; GO:0005737; GO:0050418; GO:0006807,metabolism,P,b0873,6.89e-07,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
hcr,GO:0022900; GO:0050660; GO:0016651; GO:0009055; GO:0055114; GO:0051537; GO:0051536; GO:0046872; GO:0016491,metabolism,C,b0872,8.96e-07,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
hda,GO:0006270; GO:0005886; GO:0043531; GO:0005829; GO:0042802; GO:0016020; GO:0008156; GO:0006260; GO:0005515; GO:0032297; GO:0000166,Not Assigned,Not Assigned,b2496,0.000102,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
hflX,GO:0097216; GO:0036289; GO:0072344; GO:0032790; GO:0043022; GO:0043023; GO:0016887; GO:0005829; GO:0046872; GO:0000166; GO:0003924; GO:0005737; GO:0005524; GO:0009408; GO:0019843; GO:0005525,information storage and processing,J,b4173,0.000225,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
hfq,GO:0045974; GO:0043487; GO:0005515; GO:0003677; GO:0006355; GO:0005829; GO:0045975; GO:0040033; GO:0003681; GO:0003723,cellular processes and signaling,T,b4172,0.00104,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
hha,GO:0003677; GO:0005829; GO:0010468; GO:0005515,Not Assigned,Not Assigned,b0460,0.000139,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
hisH,GO:0016829; GO:0016787; GO:0004359; GO:0005829; GO:0016763; GO:0008652; GO:0005737; GO:0006541; GO:0000107; GO:0009382; GO:0000105,metabolism,E,b2023,0.000177,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
hmp,GO:0019825; GO:0071500; GO:0046210; GO:0030288; GO:0016491; GO:0046872; GO:0032843; GO:0005504; GO:0071949; GO:0051409; GO:0055114; GO:0020037; GO:0015671; GO:0009636; GO:0005737; GO:0005344; GO:0008941,metabolism,C,b2552,2.83e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
hns,GO:0016458; GO:0003680; GO:1900232; GO:0045892; GO:0032993; GO:0001217; GO:0000976; GO:0009295; GO:0006417; GO:0005737; GO:0003723; GO:0005829; GO:0005515; GO:0003677; GO:0042802; GO:0046983; GO:0006355; GO:0003681,information storage and processing,K,b1237,0.0052,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
hofQ,GO:0006308; GO:0019867; GO:0009306; GO:0009279; GO:0003677; GO:0015976; GO:0016020,Not Assigned,Not Assigned,b3391,2.41e-06,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
hokC,GO:0005887; GO:0042597; GO:0005886; GO:0016021; GO:0016020,Not Assigned,Not Assigned,b4412,0.0,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
hpf,GO:0005515; GO:0045900; GO:0022627; GO:0044238; GO:0006417; GO:0005829; GO:0043024; GO:0017148; GO:0043022,information storage and processing,J,b3203,0.000508,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
hpt,GO:0046100; GO:0006178; GO:0006168; GO:0097216; GO:0051289; GO:0046872; GO:0016757; GO:0016740; GO:0009116; GO:0005829; GO:0042802; GO:0052657; GO:0000166; GO:0006166; GO:0032264; GO:0032263; GO:0000287; GO:0004422; GO:0005737,metabolism,F,b0125,0.000206,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
hsdM,GO:0005515; GO:0032775; GO:0016740; GO:0006306; GO:0003677; GO:0003676; GO:0008170; GO:0005829; GO:0032259; GO:0009007; GO:0008168; GO:0009307,cellular processes and signaling,V,b4349,5.11e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
hsdR,GO:0090305; GO:0006304; GO:0004519; GO:0003824; GO:0005829; GO:0016787; GO:0005524; GO:0004386; GO:0003677; GO:0000166; GO:0009035; GO:0009307,cellular processes and signaling,V,b4350,9.44e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
hsdS,GO:0006304; GO:0005829; GO:0003677; GO:0009307,cellular processes and signaling,V,b4348,1.54e-05,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
htpX,GO:0016787; GO:0016020; GO:0008237; GO:0008233; GO:0046872; GO:0005886; GO:0016021; GO:0008270; GO:0006508; GO:0004222; GO:0009266,cellular processes and signaling,O,b1829,0.000581,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
hupA,GO:0009295; GO:0005737; GO:1990178; GO:0042802; GO:0030261; GO:0006974; GO:0005829; GO:0005515; GO:0003677; GO:0006351,information storage and processing,L,b4000,0.00389,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
hupB,GO:0042802; GO:0030261; GO:0005829; GO:0005515; GO:0003677; GO:0006351,information storage and processing,L,b0440,0.00461,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
hyaA,GO:0022900; GO:0005887; GO:0009375; GO:1902421; GO:0019645; GO:0006113; GO:0044569; GO:0031237; GO:0005515; GO:0008901; GO:0033748; GO:0055114; GO:0005886; GO:0051539; GO:0051538; GO:0051536; GO:0046872; GO:0016491; GO:0016021; GO:0016020; GO:0009061; GO:0009055,metabolism,C,b0972,6.3e-07,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
hyaB,GO:0022900; GO:0044569; GO:1902421; GO:0019645; GO:0006113; GO:0030288; GO:0005515; GO:0016151; GO:0008901; GO:0033748; GO:0055114; GO:0005886; GO:0046872; GO:0016491; GO:0016020; GO:0009061; GO:0009055,metabolism,C,b0973,4.99e-07,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
hyaC,GO:0020037; GO:0044569; GO:0005887; GO:0033748; GO:1902421; GO:0009061; GO:0016020; GO:0016021; GO:0046872; GO:0005886; GO:0005506; GO:0009055; GO:0022904; GO:0055114; GO:0005515; GO:0006113; GO:0019645,metabolism,C,b0974,7.28e-07,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
hyaD,GO:0006464; GO:0004175; GO:0043085; GO:0005829; GO:0005515; GO:0008047; GO:0006508; GO:0046872; GO:0016787; GO:0016485; GO:0008233; GO:0004190,metabolism,C,b0975,2.81e-06,Balakrishnan et al. 2022,NQ1243,0.75,0.2% glucose (c limitation)
