gene_name,b_number,condition,cog_class,cog_category,cog_letter,gene_product,growth_rate_hr,dataset_name,strain,mass_frac
ygbm,b2739,M9_glucose,metabolism,carbohydrate transport and metabolism,G,putative 2-oxo-tetronate isomerase YgbM,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
nlpd,b2742,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,murein hydrolase activator NlpD,0.6931471805599453,Soufi et al. 2015,BW25113,3.0634514616209196e-05
pcm,b2743,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,L-isoaspartate protein carboxylmethyltransferase type II,0.6931471805599453,Soufi et al. 2015,BW25113,2.1025254715915877e-05
umpg,b2744,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,broad specificity 5'(3')-nucleotidase and polyphosphatase,0.6931471805599453,Soufi et al. 2015,BW25113,4.683084333159328e-05
trud,b2745,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,tRNA pseudouridine13 synthase,0.6931471805599453,Soufi et al. 2015,BW25113,3.6507315618107334e-05
ispf,b2746,M9_glucose,metabolism,lipid transport and metabolism,I,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",0.6931471805599453,Soufi et al. 2015,BW25113,4.089591265217725e-05
ispd,b2747,M9_glucose,metabolism,lipid transport and metabolism,I,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,3.102551528888246e-05
ftsb,b2748,M9_glucose,cellular processes and signaling,"cell cycle control, cell division, chromosome partitioning",D,cell division protein FtsB,0.6931471805599453,Soufi et al. 2015,BW25113,2.993662613052066e-06
cysc,b2750,M9_glucose,metabolism,inorganic ion transport and metabolism,P,adenylyl-sulfate kinase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00017781667226529548
cysn,b2751,M9_glucose,metabolism,inorganic ion transport and metabolism,P,sulfate adenylyltransferase subunit 1,0.6931471805599453,Soufi et al. 2015,BW25113,0.0014551877220895786
cysd,b2752,M9_glucose,metabolism,amino acid transport and metabolism,E,sulfate adenylyltransferase subunit 2,0.6931471805599453,Soufi et al. 2015,BW25113,0.0016655066205664415
iap,b2753,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,alkaline phosphatase isozyme conversion protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
cysh,b2762,M9_glucose,metabolism,amino acid transport and metabolism,E,phosphoadenosine phosphosulfate reductase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0002903686263073811
cysi,b2763,M9_glucose,metabolism,inorganic ion transport and metabolism,P,"sulfite reductase, hemoprotein subunit",0.6931471805599453,Soufi et al. 2015,BW25113,0.0005795108646913712
cysj,b2764,M9_glucose,metabolism,inorganic ion transport and metabolism,P,"sulfite reductase, flavoprotein subunit",0.6931471805599453,Soufi et al. 2015,BW25113,0.0011957446273656552
qued,b2765,M9_glucose,metabolism,coenzyme transport and metabolism,H,"6-carboxy-5,6,7,8-tetrahydropterin synthase",0.6931471805599453,Soufi et al. 2015,BW25113,1.9331008338273116e-06
quee,b2777,M9_glucose,poorly characterized,general function prediction only,R,putative 7-carboxy-7-deazaguanine synthase QueE,0.6931471805599453,Soufi et al. 2015,BW25113,5.0732298950930635e-05
pyrg,b2780,M9_glucose,metabolism,nucleotide transport and metabolism,F,CTP synthetase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0009150989258504645
mazg,b2781,M9_glucose,Not Assigned,Not Assigned,Not Assigned,nucleoside triphosphate pyrophosphohydrolase,0.6931471805599453,Soufi et al. 2015,BW25113,9.44115016622644e-06
mazf,b2782,M9_glucose,cellular processes and signaling,defense mechanisms,V,endoribonuclease toxin MazF,0.6931471805599453,Soufi et al. 2015,BW25113,4.72049533655451e-06
maze,b2783,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,antitoxin of the MazF-MazE toxin-antitoxin system MazE,0.6931471805599453,Soufi et al. 2015,BW25113,1.673135984519336e-06
rela,b2784,M9_glucose,information storage and processing,transcription,K,GDP/GTP pyrophosphokinase,0.6931471805599453,Soufi et al. 2015,BW25113,9.027660349583623e-05
rlmd,b2785,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,23S rRNA m5U1939 methyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,6.540734728317546e-06
bara,b2786,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,"BarA-N-phospho-L-histidine-861 // ""BarA-N-phospho-L-histidine-302"" // ""BarA-phospho-L-aspartate-718"" // ""sensor histidine kinase BarA""",0.6931471805599453,Soufi et al. 2015,BW25113,1.985848533539838e-05
gudd,b2787,M9_glucose,poorly characterized,general function prediction only,R,D-glucarate dehydratase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00022664432329971775
yqca,b2790,M9_glucose,metabolism,energy production and conversion,C,putative flavodoxin YqcA,0.6931471805599453,Soufi et al. 2015,BW25113,8.021409911478217e-05
yqcc,b2792,M9_glucose,poorly characterized,function unknown,S,DUF446 domain-containing protein YqcC,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
syd,b2793,M9_glucose,Not Assigned,Not Assigned,Not Assigned,SecY-interacting protein,0.6931471805599453,Soufi et al. 2015,BW25113,6.11100257595066e-05
quef,b2794,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,7-cyano-7-deazaguanine reductase,0.6931471805599453,Soufi et al. 2015,BW25113,9.39243760842331e-05
ppnn,b2795,M9_glucose,poorly characterized,general function prediction only,R,nucleotide 5'-monophosphate nucleosidase,0.6931471805599453,Soufi et al. 2015,BW25113,6.572544977974451e-05
sdac,b2796,M9_glucose,metabolism,amino acid transport and metabolism,E,SDAC-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,2.7096996330110783e-05
sdab,b2797,M9_glucose,metabolism,amino acid transport and metabolism,E,L-serine deaminase II,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
ygdg,b2798,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,flap endonuclease,0.6931471805599453,Soufi et al. 2015,BW25113,1.986763439385134e-06
fuco,b2799,M9_glucose,metabolism,energy production and conversion,C,"L-1,2-propanediol oxidoreductase",0.6931471805599453,Soufi et al. 2015,BW25113,0.0
fuci,b2802,M9_glucose,metabolism,carbohydrate transport and metabolism,G,L-fucose isomerase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
fucu,b2804,M9_glucose,metabolism,carbohydrate transport and metabolism,G,L-fucose mutarotase,0.6931471805599453,Soufi et al. 2015,BW25113,0.000629398710658529
fucr,b2805,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional activator FucR,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
gcva,b2808,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator GcvA,0.6931471805599453,Soufi et al. 2015,BW25113,6.690600224733453e-06
ygdi,b2809,M9_glucose,Not Assigned,Not Assigned,Not Assigned,DUF903 domain-containing lipoprotein YgdI,0.6931471805599453,Soufi et al. 2015,BW25113,8.241701458556335e-08
csda,b2810,M9_glucose,metabolism,amino acid transport and metabolism,E,cysteine sulfinate desulfinase,0.6931471805599453,Soufi et al. 2015,BW25113,1.1573464431337666e-05
csde,b2811,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,sulfur acceptor protein CsdE,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
tcda,b2812,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,tRNA threonylcarbamoyladenosine dehydratase,0.6931471805599453,Soufi et al. 2015,BW25113,1.0617490435921099e-05
mlta,b2813,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,membrane-bound lytic murein transglycosylase A,0.6931471805599453,Soufi et al. 2015,BW25113,2.1323577944971285e-05
recd,b2819,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,exodeoxyribonuclease V subunit RecD,0.6931471805599453,Soufi et al. 2015,BW25113,6.676937031551143e-06
recb,b2820,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,exodeoxyribonuclease V subunit RecB,0.6931471805599453,Soufi et al. 2015,BW25113,2.770641411355106e-06
ptra,b2821,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,protease 3,0.6931471805599453,Soufi et al. 2015,BW25113,0.00011017225013437547
thya,b2827,M9_glucose,metabolism,nucleotide transport and metabolism,F,thymidylate synthase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00012846030991662248
ptsp,b2829,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,"PtsP-phosphorylated // ""phosphoenolpyruvate-protein phosphotransferase PtsP""",0.6931471805599453,Soufi et al. 2015,BW25113,1.5851160793386186e-05
rpph,b2830,M9_glucose,cellular processes and signaling,defense mechanisms,V,RNA pyrophosphohydrolase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
muth,b2831,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,DNA mismatch repair protein MutH,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
ygdr,b2833,M9_glucose,Not Assigned,Not Assigned,Not Assigned,DUF903 domain-containing lipoprotein YgdR,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
tas,b2834,M9_glucose,poorly characterized,general function prediction only,R,putative NADP(H)-dependent aldo-keto reductase Tas,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001914102136833785
lplt,b2835,M9_glucose,Not Assigned,Not Assigned,Not Assigned,lysophospholipid transporter,0.6931471805599453,Soufi et al. 2015,BW25113,3.0543610441683424e-05
galr,b2837,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator GalR,0.6931471805599453,Soufi et al. 2015,BW25113,2.3811288952824294e-06
lysa,b2838,M9_glucose,metabolism,amino acid transport and metabolism,E,diaminopimelate decarboxylase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00018245128122126687
ygea,b2840,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,amino acid racemase YgeA,0.6931471805599453,Soufi et al. 2015,BW25113,6.137243174447465e-05
kdud,b2842,M9_glucose,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,putative 2-keto-3-deoxy-D-gluconate dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
kdui,b2843,M9_glucose,metabolism,carbohydrate transport and metabolism,G,5-dehydro-4-deoxy-D-glucuronate isomerase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
yqef,b2844,M9_glucose,metabolism,lipid transport and metabolism,I,putative acyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
yger,b2865,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,LysM domain-containing putative peptidase lipoprotein YgeR,0.6931471805599453,Soufi et al. 2015,BW25113,6.788151121667122e-06
xdhb,b2867,M9_glucose,metabolism,energy production and conversion,C,putative xanthine dehydrogenase FAD-binding subunit XdhB,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
ygey,b2872,M9_glucose,metabolism,amino acid transport and metabolism,E,putative peptidase YgeY,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
guad,b2883,M9_glucose,poorly characterized,general function prediction only,R,G7502-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
idi,b2889,M9_glucose,metabolism,lipid transport and metabolism,I,isopentenyl-diphosphate &Delta;-isomerase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
prfb,b2891,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,peptide chain release factor RF2,0.6931471805599453,Soufi et al. 2015,BW25113,0.0008010130568062202
recj,b2892,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,ssDNA-specific exonuclease RecJ,0.6931471805599453,Soufi et al. 2015,BW25113,4.318042293134109e-06
dsbc,b2893,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,protein disulfide isomerase DsbC,0.6931471805599453,Soufi et al. 2015,BW25113,0.00014154620154704288
fldb,b2895,M9_glucose,metabolism,energy production and conversion,C,"oxidized flavodoxin 2 // ""flavodoxin 2""",0.6931471805599453,Soufi et al. 2015,BW25113,3.0009242646532045e-05
ygfz,b2898,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,folate-binding protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.000633840843369138
yqfb,b2900,M9_glucose,poorly characterized,function unknown,S,PUA-like domain-containing protein YqfB,0.6931471805599453,Soufi et al. 2015,BW25113,0.00012161127503348078
bgla,b2901,M9_glucose,metabolism,carbohydrate transport and metabolism,G,6-phospho-&beta;-glucosidase A,0.6931471805599453,Soufi et al. 2015,BW25113,0.00046633434419014074
gcvp,b2903,M9_glucose,metabolism,amino acid transport and metabolism,E,glycine decarboxylase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0006998589118480052
gcvh,b2904,M9_glucose,metabolism,amino acid transport and metabolism,E,"lipoyl-GcvH-protein // ""glycine cleavage system H protein""",0.6931471805599453,Soufi et al. 2015,BW25113,1.1758280477515809e-05
gcvt,b2905,M9_glucose,metabolism,amino acid transport and metabolism,E,GCVT-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.0002524937691718937
ubii,b2906,M9_glucose,metabolism,energy production and conversion,C,2-octaprenylphenol 6-hydroxylase,0.6931471805599453,Soufi et al. 2015,BW25113,1.801076486205143e-05
pepp,b2908,M9_glucose,metabolism,amino acid transport and metabolism,E,Xaa-Pro aminopeptidase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0005948362428357426
zapa,b2910,M9_glucose,cellular processes and signaling,"cell cycle control, cell division, chromosome partitioning",D,cell division protein ZapA,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
fau,b2912,M9_glucose,metabolism,coenzyme transport and metabolism,H,putative 5-formyltetrahydrofolate cyclo-ligase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
sera,b2913,M9_glucose,poorly characterized,general function prediction only,R,phosphoglycerate dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,0.006374079883640084
rpia,b2914,M9_glucose,metabolism,carbohydrate transport and metabolism,G,ribose-5-phosphate isomerase A,0.6931471805599453,Soufi et al. 2015,BW25113,0.0008508031404678414
argp,b2916,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator ArgP,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001387565568386322
ygge,b2922,M9_glucose,poorly characterized,function unknown,S,uncharacterized protein YggE,0.6931471805599453,Soufi et al. 2015,BW25113,0.0006747642719076999
mscs,b2924,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,small conductance mechanosensitive channel MscS,0.6931471805599453,Soufi et al. 2015,BW25113,0.0027277388064538277
fbaa,b2925,M9_glucose,metabolism,carbohydrate transport and metabolism,G,fructose-bisphosphate aldolase class II,0.6931471805599453,Soufi et al. 2015,BW25113,0.0041629112000637295
pgk,b2926,M9_glucose,metabolism,carbohydrate transport and metabolism,G,PGK,0.6931471805599453,Soufi et al. 2015,BW25113,0.00804737196101952
tkta,b2935,M9_glucose,metabolism,carbohydrate transport and metabolism,G,transketolase 1,0.6931471805599453,Soufi et al. 2015,BW25113,0.00384424295029967
loip,b2936,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,metalloprotease LoiP,0.6931471805599453,Soufi et al. 2015,BW25113,4.471274736110456e-05
speb,b2937,M9_glucose,metabolism,amino acid transport and metabolism,E,agmatinase,0.6931471805599453,Soufi et al. 2015,BW25113,3.9578294726024625e-05
spea,b2938,M9_glucose,metabolism,amino acid transport and metabolism,E,"arginine decarboxylase, biosynthetic",0.6931471805599453,Soufi et al. 2015,BW25113,0.0013410539752052274
