gene_name,b_number,condition,cog_class,cog_category,cog_letter,gene_product,growth_rate_hr,dataset_name,strain,mass_frac,go_terms,cog_desc
hxpa,b2293,M9_glucose,poorly characterized,general function prediction only,R,hexitol phosphatase A,0.6931471805599453,Soufi et al. 2015,BW25113,6.353151737059561e-05,GO:0016791; GO:0005975; GO:0050286; GO:0050084; GO:0016311; GO:0005829; GO:0046872; GO:0016787; GO:0050897; GO:0030145; GO:0000287; GO:0043136; GO:0050308,sugar phosphatas
yfbu,b2294,M9_glucose,poorly characterized,function unknown,S,UPF0304 family protein YfbU,0.6931471805599453,Soufi et al. 2015,BW25113,0.0005808610259129636,GO:0005829; GO:0006974,"conserved protein, UPF0304 family"
pta,b2297,M9_glucose,metabolism,energy production and conversion,C,phosphate acetyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0006927818791299444,GO:0005829; GO:0006083; GO:0016746; GO:0016740; GO:0016407; GO:0006085; GO:0019427; GO:0019413; GO:0070689; GO:0008270; GO:0005737; GO:0005515; GO:0008959; GO:0045733,phosphotransacetylase (EC 2.3.1.8)
yfcd,b2299,M9_glucose,metabolism,lipid transport and metabolism,I,putative Nudix hydrolase YfcD,0.6931471805599453,Soufi et al. 2015,BW25113,6.236091200758111e-05,GO:0016818; GO:0005829; GO:0016817; GO:0046872; GO:0016787; GO:0005515,predicted NUDIX hydrolase
yfce,b2300,M9_glucose,poorly characterized,general function prediction only,R,phosphodiesterase YfcE,0.6931471805599453,Soufi et al. 2015,BW25113,8.331329248576524e-05,GO:0032991; GO:0030145; GO:0042802; GO:0008081; GO:0005829; GO:0046872; GO:0016787,phosphodiesterase activity on bis-pNPP
yfcf,b2301,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,glutathione S-transferase YfcF,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0016034; GO:0006749; GO:0098869; GO:0005829; GO:0016740; GO:0055114; GO:0016491; GO:0004601; GO:0042542; GO:0004364,glutathione S-transferase
yfcg,b2302,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,disulfide reductase,0.6931471805599453,Soufi et al. 2015,BW25113,1.2261337723072908e-05,GO:0098869; GO:0005829; GO:0016491; GO:0004601; GO:0055114; GO:0015036; GO:0006979,GSH-dependent disulfide bond oxidoreductase
folx,b2303,M9_glucose,metabolism,coenzyme transport and metabolism,H,dihydroneopterin triphosphate 2'-epimerase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00015234308654485623,GO:0005829; GO:0016853; GO:0004150; GO:0008719; GO:0006760,"D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase"
hisp,b2306,M9_glucose,metabolism,amino acid transport and metabolism,E,"lysine/arginine/ornithine ABC transporter / histidine ABC transporter, ATP binding subunit",0.6931471805599453,Soufi et al. 2015,BW25113,5.240652620406087e-05,GO:0097638; GO:0097639; GO:0097640; GO:0097627; GO:0005292; GO:0005289; GO:0015817; GO:0000166; GO:0005524; GO:0016020; GO:0005886; GO:0016887; GO:0006865; GO:0003333; GO:0015424; GO:0089709; GO:1903810; GO:0005291; GO:0043190,L-arginine ABC transporter ATP-binding protein/L-histidine ABC transporter ATP-binding protein/L-lysine ABC transporter ATP-binding protein/L-ornithine ABC transporter ATP-binding protein
hisq,b2308,M9_glucose,metabolism,amino acid transport and metabolism,E,"lysine/arginine/ornithine ABC transporter / histidine ABC transporter, membrane subunit HisQ",0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0071705; GO:0055085; GO:0022857; GO:0097638; GO:0097639; GO:0097640; GO:0097627; GO:0005289; GO:0005292; GO:0005291; GO:0043190; GO:0005887; GO:1903810; GO:0089709; GO:0003333; GO:0005886; GO:0016021; GO:0016020; GO:0006865,L-arginine ABC transporter membrane protein/L-histidine ABC transporter membrane protein/L-lysine ABC transporter membrane protein/L-ornithine ABC transporter membrane protein
hisj,b2309,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,histidine ABC transporter periplasmic binding protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.0012560404305296151,GO:0071705; GO:0016597; GO:1902024; GO:0030288; GO:0042597; GO:0006865,L-histidine-binding protein
purf,b2312,M9_glucose,metabolism,nucleotide transport and metabolism,F,amidophosphoribosyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0004266578415924457,GO:0000287; GO:0016740; GO:0016757; GO:0009116; GO:0009113; GO:0006189; GO:0042802; GO:0005737; GO:0005829; GO:0046872; GO:0006541; GO:0004044; GO:0006164,amidophosphoribosyltransferase (EC 2.4.2.14)
dedd,b2314,M9_glucose,cellular processes and signaling,"cell cycle control, cell division, chromosome partitioning",D,cell division protein DedD,0.6931471805599453,Soufi et al. 2015,BW25113,1.4878781275242415e-05,GO:0005887; GO:0051301; GO:0016021; GO:0016020; GO:0007049; GO:0005886; GO:0042834; GO:0030428; GO:0032153; GO:0032506,membrane-anchored periplasmic protein involved in septation
folc,b2315,M9_glucose,metabolism,coenzyme transport and metabolism,H,bifunctional folylpolyglutamate synthetase / dihydrofolate synthetase,0.6931471805599453,Soufi et al. 2015,BW25113,7.145619574252134e-05,GO:0046872; GO:0005829; GO:0046654; GO:0016874; GO:0009058; GO:0046901; GO:0006761; GO:0009396; GO:0005737; GO:0006730; GO:0005524; GO:0000166; GO:0008841; GO:0004326; GO:0009257; GO:0046656,bifunctional folylpolyglutamate synthase/ dihydrofolate synthase
deda,b2317,M9_glucose,poorly characterized,function unknown,S,DedA family protein DedA,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0005886; GO:0016021; GO:0016020,conserved inner membrane protein
usg,b2319,M9_glucose,metabolism,amino acid transport and metabolism,E,putative semialdehyde dehydrogenase Usg,0.6931471805599453,Soufi et al. 2015,BW25113,9.302876684534465e-05,GO:0055114; GO:0005515; GO:0005829; GO:0051287; GO:0046983; GO:0016620; GO:0008652,predicted semialdehyde dehydrogenase
pdxb,b2320,M9_glucose,poorly characterized,general function prediction only,R,erythronate-4-phosphate dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0006616190373918743,GO:0036001; GO:0042803; GO:0005829; GO:0016616; GO:0016491; GO:0046983; GO:0033711; GO:0055114; GO:0051287; GO:0008615; GO:0005737,4-phosphoerythronate dehydrogenase (EC 1.1.1.290)
flk,b2321,M9_glucose,Not Assigned,Not Assigned,Not Assigned,putative flagella assembly protein,0.6931471805599453,Soufi et al. 2015,BW25113,7.43415616142565e-06,GO:0005887; GO:0031224; GO:0010468; GO:0016020; GO:0016021; GO:0005886,Not Assigned
fabb,b2323,M9_glucose,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,&beta;-ketoacyl-[acyl carrier protein] synthase I,0.6931471805599453,Soufi et al. 2015,BW25113,0.004500893101874358,GO:0008610; GO:0005737; GO:0006631; GO:0006629; GO:0003824; GO:0042803; GO:0005829; GO:0016740; GO:0016746; GO:0006633; GO:0004315,3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)
mnmc,b2324,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,fused 5-methylaminomethyl-2-thiouridine-forming methyltransferase and FAD-dependent demodification enzyme,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0050660; GO:0008757; GO:0002097; GO:0005829; GO:0002098; GO:0032259; GO:0016740; GO:0008168; GO:0008152; GO:0008033; GO:0003824; GO:0016645; GO:0071949; GO:0055114; GO:0005737; GO:0016491; GO:0030488; GO:0004808,fused 5-methylaminomethyl-2-thiouridine-forming enzyme methyltransferase/FAD-dependent demodification enzyme
epmc,b2326,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,EF-P-Lys34 hydroxylase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0046872; GO:0005829; GO:0016491; GO:0004497; GO:0055114; GO:0043687; GO:1901260; GO:0016709,conserved protein
yfca,b2327,M9_glucose,poorly characterized,function unknown,S,putative transporter YfcA,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0005887; GO:0009408; GO:0005886; GO:0016021; GO:0016020,"inner membrane protein, UPF0721 family"
mepa,b2328,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,peptidoglycan DD-endopeptidase/peptidoglycan LD-endopeptidase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0004222; GO:0016787; GO:0030288; GO:0004252; GO:0004175; GO:0046872; GO:0042597; GO:0008237; GO:0008233; GO:0006508; GO:0000270; GO:0042493; GO:0009252,murein endopeptidase. Metallo peptidase. MEROPS family M74
prmb,b2330,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,50S ribosomal subunit protein L3 N5-glutamine methyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00025272144436873996,GO:0005829; GO:0032259; GO:0016740; GO:0008168; GO:0032775; GO:0009007; GO:0003676; GO:0008757; GO:0036009; GO:0006479; GO:0018364; GO:0008276,[LSU ribosomal protein L3P]-glutamine N5-methyltransferase (EC 2.1.1.-)
smrb,b2331,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,putative endonuclease SmrB,0.6931471805599453,Soufi et al. 2015,BW25113,1.8374861181327527e-05,GO:0005829,conserved protein
fadj,b2341,M9_glucose,metabolism,lipid transport and metabolism,I,3-hydroxyacyl-CoA dehydrogenase FadJ,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0016509; GO:0005515; GO:0005829; GO:0051287; GO:0006635; GO:0055114; GO:0016853; GO:0016829; GO:0016491; GO:0016042; GO:0008152; GO:0006631; GO:0006629; GO:0005737; GO:0003824; GO:0003857; GO:0004300; GO:0008692,3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)/short chain enoyl-CoA hydratase (EC 4.2.1.17)
fadi,b2342,M9_glucose,metabolism,lipid transport and metabolism,C,3-ketoacyl-CoA thiolase FadI,0.6931471805599453,Soufi et al. 2015,BW25113,6.795464153750149e-06,GO:0043085; GO:0030091; GO:0008047; GO:0005829; GO:0006979; GO:0052875; GO:0042602; GO:0055072; GO:0055114; GO:0016491; GO:0006811,NAD(P)H-flavin reductase
fadl,b2344,M9_glucose,metabolism,lipid transport and metabolism,I,long-chain fatty acid outer membrane channel / bacteriophage T2 receptor,0.6931471805599453,Soufi et al. 2015,BW25113,3.522111026463099e-05,GO:0031230; GO:0015908; GO:0055085; GO:0022834; GO:0015483; GO:0015909; GO:0016021; GO:0016020; GO:0006869; GO:0009279,long-chain fatty acid outer membrane transporter
mlaa,b2346,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,intermembrane phospholipid transport system - outer membrane lipoprotein MlaA,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0120010; GO:0005515; GO:0009279; GO:0016020,"ABC transporter maintaining OM lipid asymmetry, OM lipoprotein component"
yfdc,b2347,M9_glucose,metabolism,inorganic ion transport and metabolism,P,inner membrane protein YfdC,0.6931471805599453,Soufi et al. 2015,BW25113,1.0588332296649707e-05,GO:0055085; GO:0022857; GO:0015724; GO:0015499; GO:0005887; GO:0005886; GO:0016021; GO:0016020,predicted inner membrane protein
ints,b2349,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,CPS-53 (KpLE1) prophage; prophage CPS-53 integrase,0.6931471805599453,Soufi et al. 2015,BW25113,2.184042115195332e-06,GO:0044826; GO:0003677; GO:0005829; GO:0043565; GO:0042802; GO:0032359; GO:0046718; GO:0015074; GO:0006310; GO:0075713,CPS-53 (KpLE1) prophage; predicted prophage CPS-53 integrase
yfdh,b2351,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase,0.6931471805599453,Soufi et al. 2015,BW25113,3.447899731942684e-05,GO:0005515; GO:0005886; GO:0016757; GO:0016740; GO:0016021; GO:0016020,CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase
yfdi,b2352,M9_glucose,Not Assigned,Not Assigned,Not Assigned,CPS-53 (KpLE1) prophage; serotype-specific glucosyl transferase YfdI,0.6931471805599453,Soufi et al. 2015,BW25113,2.4325466939318166e-05,GO:0005886; GO:0016021; GO:0016020,Not Assigned
yfdq,b2360,M9_glucose,poorly characterized,function unknown,S,CPS-53 (KpLE1) prophage; protein YfdQ,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,no ontology,CPS-53 (KpLE1) prophage; predicted protein
dsdc,b2364,M9_glucose,poorly characterized,transcription,R,DNA-binding transcriptional dual regulator DsdC,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0006865; GO:0016021; GO:0016020; GO:0005886; GO:0035429; GO:0015128; GO:0006974; GO:0042942; GO:0042945; GO:0005887,D-serine permease DsdX (TC 2.A.8.1.5)
dsda,b2366,M9_glucose,metabolism,amino acid transport and metabolism,E,D-serine ammonia-lyase,0.6931471805599453,Soufi et al. 2015,BW25113,4.682547499066622e-05,GO:0006567; GO:0006565; GO:0004794; GO:0003941; GO:0070178; GO:0046416; GO:0016829; GO:0006520; GO:0006974; GO:0005829; GO:0036088; GO:0051410; GO:0030170; GO:0016836; GO:0008721; GO:0005737,D-serine ammonia-lyase (EC 4.3.1.18)
evga,b2369,M9_glucose,information storage and processing,transcription,K,"Phosphorylated DNA-binding transcriptional activator EvgA // ""DNA-binding transcriptional activator EvgA""",0.6931471805599453,Soufi et al. 2015,BW25113,0.00011119215573383246,GO:0005515; GO:0003677; GO:0005829; GO:0043565; GO:0006355; GO:0005737; GO:0000160,"two component transcriptional regulator, LuxR family"
evgs,b2370,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,"sensory histidine kinase EvgS  - his721 phosphorylated // ""sensory histidine kinase EvgS - asp1009 phosphorylated"" // ""sensory histidine kinase EvgS - his1137 phosphorylated"" // ""sensory histidine kinase EvgS""",0.6931471805599453,Soufi et al. 2015,BW25113,1.1154939230135991e-05,GO:0005886; GO:0007165; GO:0023014; GO:0018106; GO:0010447; GO:0010038; GO:0016772; GO:0016740; GO:0016310; GO:0016301; GO:0004673; GO:0000166; GO:0046777; GO:0016021; GO:0016020; GO:0005524; GO:0000160; GO:0000155,amino acid-binding domain sensor hybrid histidine kinase (EC 2.7.13.3)
oxc,b2373,M9_glucose,metabolism,amino acid transport and metabolism,E,oxalyl-CoA decarboxylase,0.6931471805599453,Soufi et al. 2015,BW25113,1.9716292740544375e-06,GO:0016830; GO:0001561; GO:0000166; GO:0042802; GO:0016831; GO:0016829; GO:0003824; GO:0071468; GO:0046872; GO:0000287; GO:0033611; GO:0043531; GO:0030976; GO:0008949,predicted oxalyl-CoA decarboxylase
frc,b2374,M9_glucose,metabolism,lipid transport and metabolism,I,formyl-CoA transferase,0.6931471805599453,Soufi et al. 2015,BW25113,1.6379174404798763e-06,GO:0008410; GO:0005829; GO:0016740; GO:0071468; GO:0033611; GO:0033608,"formyl-CoA transferase, NAD(P)-binding"
yfdx,b2375,M9_glucose,Not Assigned,Not Assigned,Not Assigned,protein YfdX,0.6931471805599453,Soufi et al. 2015,BW25113,1.5488953368100529e-06,GO:0030288,Not Assigned
lpxp,b2378,M9_glucose,metabolism,lipid transport and metabolism,I,PALMITOTRANS-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,1.3906859894940595e-06,GO:0009245; GO:0009103; GO:0005887; GO:0009409; GO:0036104; GO:0008951; GO:0005886; GO:0016740; GO:0016021; GO:0016020; GO:0016746,palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase
alac,b2379,M9_glucose,metabolism,amino acid transport and metabolism,E,glutamate&mdash;pyruvate aminotransferase AlaC,0.6931471805599453,Soufi et al. 2015,BW25113,4.055764380654743e-05,GO:0005829; GO:0016740; GO:0009058; GO:0003824; GO:0042803; GO:0030170; GO:0030632; GO:0008483; GO:0006523; GO:0004021; GO:0019272; GO:0005737,"prediected aminotransferase, PLP-dependent"
pyrr,b2381,M9_glucose,information storage and processing,transcription,K,"phosphorylated DNA-binding transcriptional dual regulator PyrR // ""DNA-binding transcriptional activator PyrR""",0.6931471805599453,Soufi et al. 2015,BW25113,2.385490735985061e-05,GO:0005829; GO:0003677; GO:0006355; GO:0046677; GO:0048870; GO:1900192; GO:0005737; GO:0000160,"two component transcriptional regulator, LytTR family"
glk,b2388,M9_glucose,metabolism,carbohydrate transport and metabolism,G,glucokinase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00018614766177296144,GO:0005536; GO:0016740; GO:0016301; GO:0051156; GO:0005829; GO:0016310; GO:0006096; GO:0005524; GO:0000166; GO:0004340; GO:0005737,glucokinase (EC 2.7.1.2)
mnth,b2392,M9_glucose,metabolism,inorganic ion transport and metabolism,P,Mn2+/Fe2+: H+ symporter MntH,0.6931471805599453,Soufi et al. 2015,BW25113,0.00017229549387198103,GO:0071281; GO:0046872; GO:0046873; GO:0005515; GO:1902600; GO:0071421; GO:0070574; GO:0055085; GO:0016020; GO:0006811; GO:0030001; GO:0015691; GO:0015086; GO:0015078; GO:0006826; GO:0006824; GO:0005384; GO:0034599; GO:0005886; GO:0016021; GO:0015293; GO:0006828; GO:0015292,manganese/divalent cation transporter
nupc,b2393,M9_glucose,metabolism,nucleotide transport and metabolism,F,nucleoside:H+ symporter NupC,0.6931471805599453,Soufi et al. 2015,BW25113,7.907032080211466e-05,GO:0005337; GO:0015862; GO:0015861; GO:1901642; GO:0015213; GO:0015212; GO:0016021; GO:0016020; GO:0015858; GO:0015506; GO:0005887; GO:0005886,nucleoside (except guanosine) transporter
pdea,b2395,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,putative c-di-GMP phosphodiesterase PdeA,0.6931471805599453,Soufi et al. 2015,BW25113,3.5097759623349157e-06,GO:0016787; GO:0016021; GO:0016020; GO:0071111; GO:0005886,diguanylate cyclase/phosphodiesterase
gltx,b2400,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,glutamate&mdash;tRNA ligase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0009820310347837017,GO:0006418; GO:0000049; GO:0005515; GO:0043039; GO:0016874; GO:0004812; GO:0046872; GO:0005829; GO:0008270; GO:0006424; GO:0006412; GO:0005524; GO:0000166; GO:0004818; GO:0006779; GO:0005737,glutamyl-tRNA synthetase (EC 6.1.1.17)
yfeh,b2410,M9_glucose,poorly characterized,general function prediction only,R,putative solute:Na+ symporter,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0055085; GO:0015293; GO:0005886,predicted inner membrane protein
liga,b2411,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,DNA ligase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00013256006826859368,GO:0006259; GO:0005515; GO:0016874; GO:0070403; GO:0006288; GO:0003677; GO:0005829; GO:0046872; GO:0006974; GO:0006260; GO:0003911; GO:0006281; GO:0006266,"DNA ligase, NAD(+)-dependent"
zipa,b2412,M9_glucose,cellular processes and signaling,"cell cycle control, cell division, chromosome partitioning",D,cell division protein ZipA,0.6931471805599453,Soufi et al. 2015,BW25113,0.00030182634845144814,GO:0043093; GO:0090529; GO:0032153; GO:0016021; GO:0016020; GO:0005886; GO:0051301; GO:0042803; GO:0005887; GO:0007049; GO:0005515; GO:0000917,cell division protein ZipA
cysk,b2414,M9_glucose,metabolism,amino acid transport and metabolism,E,O-acetylserine sulfhydrylase A,0.6931471805599453,Soufi et al. 2015,BW25113,0.008599164615977357,GO:0042802; GO:0005737; GO:0030170; GO:0005515; GO:0042803; GO:0019344; GO:0016829; GO:0008152; GO:0003824; GO:0050272; GO:0080146; GO:0008652; GO:0005829; GO:0016740; GO:0006535; GO:0004124; GO:0009333,cysteine synthase (EC 2.5.1.47)
