gene_name,go_terms,cog_class,cog_letter,b_number,condition,mass_frac,dataset_name,strain,growth_rate_hr
ihfA,GO:0045893; GO:0032993; GO:0001216; GO:0000976; GO:0009295; GO:0006355; GO:0005829; GO:0000746; GO:0006417; GO:0003677; GO:0006351; GO:0006310; GO:0005737,information storage and processing,L,b1712,0.2% glucose (c limitation),0.00193,Balakrishnan et al. 2022,NQ1243,0.56
ihfB,GO:0005694; GO:0006355; GO:0005829; GO:0000746; GO:0006417; GO:0003677; GO:0006351; GO:0006310; GO:0005737,information storage and processing,L,b0912,0.2% glucose (c limitation),0.000473,Balakrishnan et al. 2022,NQ1243,0.56
ilvY,GO:0003700; GO:0006355; GO:0005829; GO:0009082; GO:0008652; GO:0003677; GO:0005737,information storage and processing,K,b3773,0.2% glucose (c limitation),3.74e-05,Balakrishnan et al. 2022,NQ1243,0.56
infA,GO:0019843; GO:0005515; GO:0003723; GO:0005829; GO:0006412; GO:0003743; GO:0043022; GO:0005737; GO:0006413,information storage and processing,J,b0884,0.2% glucose (c limitation),0.00128,Balakrishnan et al. 2022,NQ1243,0.56
insA-1,GO:0032196; GO:0006310; GO:0006313,cellular processes and signaling,X,b0022,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insA-2,GO:0032196; GO:0006310; GO:0006313,cellular processes and signaling,X,b0265,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insA-3,GO:0006313; GO:0032196; GO:0006310,cellular processes and signaling,X,b0275,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insA-4,GO:0006313; GO:0032196; GO:0006310,cellular processes and signaling,X,b4516,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insA-5,GO:0006313; GO:0032196; GO:0006310,cellular processes and signaling,X,b1894,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insA-6,GO:0006313; GO:0032196; GO:0006310,cellular processes and signaling,X,b3444,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insA-7,GO:0005829; GO:0006313; GO:0032196; GO:0006310,cellular processes and signaling,X,b4294,0.2% glucose (c limitation),3.81e-05,Balakrishnan et al. 2022,NQ1243,0.56
insB-1,GO:0005829; GO:0032196; GO:0006313; GO:0006310; GO:0004803; GO:0003677,cellular processes and signaling,X,b0021,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insB-2,GO:0005829; GO:0032196; GO:0006310; GO:0004803; GO:0003677; GO:0006313,cellular processes and signaling,X,b0264,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insB-4,GO:0005829; GO:0032196; GO:0006310; GO:0004803; GO:0003677; GO:0006313,cellular processes and signaling,X,b0988,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insC-1,GO:0005829; GO:0006313; GO:0006310; GO:0004803; GO:0003677; GO:0032196,cellular processes and signaling,X,b0360,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insC-2,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b1403,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insC-3,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b1997,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insC-4,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b2861,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insC-5,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b3044,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insC-6,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b4272,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insD,GO:0005829,Not Assigned,Not Assigned,b1578,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insD-1,GO:0005829; GO:0015074; GO:0003676; GO:0006310; GO:0003677; GO:0032196,cellular processes and signaling,X,b0361,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insE-1,GO:0005829; GO:0032196; GO:0006310; GO:0004803; GO:0003677; GO:0006313,Not Assigned,Not Assigned,b0298,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insE-2,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,Not Assigned,Not Assigned,b0373,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insE-3,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,Not Assigned,Not Assigned,b0540,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insE-4,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,Not Assigned,Not Assigned,b1027,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insE-5,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,Not Assigned,Not Assigned,b2088,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insF-1,GO:0005829; GO:0015074; GO:0003676; GO:0006310; GO:0003677; GO:0032196,cellular processes and signaling,X,b0299,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insH-1,GO:0005829; GO:0032196; GO:0006313; GO:0006310; GO:0004803; GO:0003677,cellular processes and signaling,X,b0259,0.2% glucose (c limitation),2.61e-08,Balakrishnan et al. 2022,NQ1243,0.56
insH-10,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b3218,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insH-11,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b3505,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insH-2,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b0552,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insH-3,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b0656,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insH-4,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b1331,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insH-5,GO:0045893; GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b1370,0.2% glucose (c limitation),6.02e-06,Balakrishnan et al. 2022,NQ1243,0.56
insH-6,GO:0005829; GO:0032196; GO:0006310; GO:0006313; GO:0003677; GO:0004803,cellular processes and signaling,X,b1994,0.2% glucose (c limitation),5.55e-06,Balakrishnan et al. 2022,NQ1243,0.56
insH-7,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b2030,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insH-8,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b2192,0.2% glucose (c limitation),2.61e-08,Balakrishnan et al. 2022,NQ1243,0.56
insH-9,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b2982,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insI-1,GO:0005829; GO:0032196; GO:0006310; GO:0003677; GO:0003676; GO:0015074; GO:0004803; GO:0006313; GO:0043565; GO:0032135; GO:0032993,cellular processes and signaling,X,b0256,0.2% glucose (c limitation),2.28e-06,Balakrishnan et al. 2022,NQ1243,0.56
insI-2,GO:0005829; GO:0015074; GO:0006313; GO:0003676; GO:0006310; GO:0003677; GO:0004803; GO:0032196,cellular processes and signaling,X,b1404,0.2% glucose (c limitation),6.9e-08,Balakrishnan et al. 2022,NQ1243,0.56
insI-3,GO:0005829; GO:0015074; GO:0006313; GO:0004803; GO:0003676; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b4284,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insJ,GO:0005829; GO:0043565,cellular processes and signaling,X,b3557,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insL-1,GO:0005829; GO:0032196; GO:0006313; GO:0006310; GO:0004803; GO:0003677,Not Assigned,Not Assigned,b0016,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insL-2,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,Not Assigned,Not Assigned,b0582,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
insL-3,GO:0005829; GO:0032196; GO:0006313; GO:0006310; GO:0004803; GO:0003677,Not Assigned,Not Assigned,b2394,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
iroK,no ontology,Not Assigned,Not Assigned,b4706,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.56
ivy,GO:0061077; GO:0042803; GO:0043086; GO:0030288; GO:0050790; GO:0060241; GO:0042597,Not Assigned,Not Assigned,b0220,0.2% glucose (c limitation),3.39e-05,Balakrishnan et al. 2022,NQ1243,0.56
kbl,GO:0006567; GO:0005829; GO:0003824; GO:0009058; GO:0019518; GO:0042803; GO:0005737; GO:0046872; GO:0016874; GO:0030170; GO:0016740; GO:0016746; GO:0008890,metabolism,H,b3617,0.2% glucose (c limitation),2.48e-05,Balakrishnan et al. 2022,NQ1243,0.56
kch,GO:0032991; GO:0042802; GO:0006813; GO:0016021; GO:0006811; GO:0005886; GO:0016020,Not Assigned,Not Assigned,b1250,0.2% glucose (c limitation),9.24e-06,Balakrishnan et al. 2022,NQ1243,0.56
kdpE,GO:0045893; GO:0032993; GO:0000976; GO:0000156; GO:0003700; GO:0042803; GO:0001216; GO:0003677; GO:0005515; GO:0005829; GO:0000986; GO:0006355; GO:0005737; GO:0000160,information storage and processing,K,b0694,0.2% glucose (c limitation),9.66e-06,Balakrishnan et al. 2022,NQ1243,0.56
kup,GO:0071278; GO:0015387; GO:0005887; GO:0071805; GO:0015079; GO:0005886; GO:0016021; GO:0016020; GO:0015293; GO:0006813; GO:0006811,metabolism,P,b3747,0.2% glucose (c limitation),1.53e-05,Balakrishnan et al. 2022,NQ1243,0.56
lacA,GO:0042802; GO:0005829; GO:0016407; GO:0016740; GO:0016746; GO:0005989; GO:0008870; GO:0005737,poorly characterized,R,b0342,0.2% glucose (c limitation),2.21e-06,Balakrishnan et al. 2022,NQ1243,0.56
lacI,GO:0042802; GO:0000986; GO:0001217; GO:0045892; GO:0006355; GO:0005829; GO:0003677,information storage and processing,K,b0345,0.2% glucose (c limitation),0.000107,Balakrishnan et al. 2022,NQ1243,0.56
ldcC,GO:0042802; GO:0005829; GO:0016831; GO:0016829; GO:0006520; GO:0003824; GO:0005737; GO:0006554; GO:0005515; GO:0008923,metabolism,E,b0186,0.2% glucose (c limitation),6.3e-06,Balakrishnan et al. 2022,NQ1243,0.56
ldrD,GO:0016021; GO:0016020; GO:0005886; GO:0005887; GO:0008219,Not Assigned,Not Assigned,b4453,0.2% glucose (c limitation),0.000288,Balakrishnan et al. 2022,NQ1243,0.56
lepB,GO:0004252; GO:0006465; GO:0004175; GO:0005887; GO:0016787; GO:0016020; GO:0015643; GO:0008236; GO:0005886; GO:0016021; GO:0008233; GO:0006508; GO:0016485,Not Assigned,Not Assigned,b2568,0.2% glucose (c limitation),0.000313,Balakrishnan et al. 2022,NQ1243,0.56
lgt,GO:0009898; GO:0016740; GO:0016020; GO:0005886; GO:0005887; GO:0008961; GO:0042158; GO:0016021,cellular processes and signaling,M,b2828,0.2% glucose (c limitation),8.54e-05,Balakrishnan et al. 2022,NQ1243,0.56
lhr,GO:0003723; GO:0005886; GO:0016818; GO:0003676; GO:0016787; GO:0005524; GO:0004386; GO:0000166,information storage and processing,L,b1653,0.2% glucose (c limitation),9.35e-06,Balakrishnan et al. 2022,NQ1243,0.56
lipB,GO:0102555; GO:0009249; GO:0005515; GO:0005829; GO:0003824; GO:0016415; GO:0010629; GO:0009106; GO:0033819; GO:0016740; GO:0009107; GO:0016746; GO:0006464; GO:0005737,metabolism,H,b0630,0.2% glucose (c limitation),3.73e-05,Balakrishnan et al. 2022,NQ1243,0.56
lit,GO:0016787; GO:0006508; GO:0005829; GO:0006448; GO:0005886; GO:0016021; GO:0016020; GO:0008233,Not Assigned,Not Assigned,b1139,0.2% glucose (c limitation),1.67e-05,Balakrishnan et al. 2022,NQ1243,0.56
lnt,GO:0030288; GO:0005515; GO:0016746; GO:0016740; GO:0016021; GO:0016020; GO:0006807; GO:0005887; GO:0005886; GO:0016410; GO:0042158,cellular processes and signaling,M,b0657,0.2% glucose (c limitation),9.04e-05,Balakrishnan et al. 2022,NQ1243,0.56
lon,GO:0034605; GO:0010165; GO:0042802; GO:0005515; GO:0016887; GO:0016787; GO:0008236; GO:0008233; GO:0030163; GO:0000166; GO:0005829; GO:0043565; GO:0006515; GO:0009408; GO:0005524; GO:0004252; GO:0004176; GO:0003677; GO:0006508; GO:0005737,cellular processes and signaling,O,b0439,0.2% glucose (c limitation),0.000255,Balakrishnan et al. 2022,NQ1243,0.56
lpd,GO:0005623; GO:0022900; GO:0009055; GO:0006979; GO:0016668; GO:0016491; GO:0045454; GO:0042802; GO:0008270; GO:0015036; GO:0006103; GO:0006090; GO:0055114; GO:0005886; GO:0005829; GO:0050660; GO:0016020; GO:0006096; GO:0005515; GO:0004148; GO:0045250; GO:0005960; GO:0045248; GO:0019464; GO:0005737,metabolism,C,b0116,0.2% glucose (c limitation),0.00212,Balakrishnan et al. 2022,NQ1243,0.56
lpp,GO:0031230; GO:0005618; GO:0005576; GO:0043580; GO:0019867; GO:0005515; GO:0030258; GO:0008289; GO:0030288; GO:0042802; GO:0045203; GO:0042834; GO:0009279; GO:0016020; GO:0009279,cellular processes and signaling,M,b1677,0.2% glucose (c limitation),0.0267,Balakrishnan et al. 2022,NQ1243,0.56
lpxA,GO:0016746; GO:0016740; GO:0042802; GO:0006629; GO:0005829; GO:0008610; GO:0008780; GO:0009245; GO:0005737,cellular processes and signaling,M,b0181,0.2% glucose (c limitation),0.000427,Balakrishnan et al. 2022,NQ1243,0.56
lrp,GO:0045893; GO:0045892; GO:0032993; GO:0006524; GO:0005515; GO:0003677; GO:0042802; GO:0003700; GO:0005829; GO:0043201; GO:0043565; GO:0006355,information storage and processing,K,b0889,0.2% glucose (c limitation),0.00143,Balakrishnan et al. 2022,NQ1243,0.56
lspA,GO:0005887; GO:0004175; GO:0097304; GO:0005886; GO:0016787; GO:0016021; GO:0016020; GO:0008233; GO:0006508; GO:0004190,cellular processes and signaling,U,b0027,0.2% glucose (c limitation),0.000214,Balakrishnan et al. 2022,NQ1243,0.56
lysR,GO:0043565; GO:0003700; GO:0006355; GO:0005829; GO:0010628; GO:0003677; GO:0009089; GO:0005737,information storage and processing,K,b2839,0.2% glucose (c limitation),1.08e-05,Balakrishnan et al. 2022,NQ1243,0.56
maa,GO:0032991; GO:0042802; GO:0016740; GO:0016407; GO:0005829; GO:0008925,poorly characterized,R,b0459,0.2% glucose (c limitation),2.17e-05,Balakrishnan et al. 2022,NQ1243,0.56
mak,GO:0019318; GO:0004396; GO:0019158; GO:0046835; GO:0005829; GO:0016310; GO:0000166; GO:0005524; GO:0016740; GO:0016301; GO:0005975; GO:0008865,information storage and processing,K,b0394,0.2% glucose (c limitation),1.9e-05,Balakrishnan et al. 2022,NQ1243,0.56
map,GO:0043022; GO:0046872; GO:0016787; GO:0008235; GO:0008233; GO:0004177; GO:0005829; GO:0008198; GO:0070006; GO:0070084; GO:0006508,information storage and processing,J,b0168,0.2% glucose (c limitation),0.000332,Balakrishnan et al. 2022,NQ1243,0.56
mazF,GO:0044877; GO:0032991; GO:0051291; GO:0042803; GO:0051607; GO:0006417; GO:0016075; GO:0006402; GO:0090502; GO:0090305; GO:0005829; GO:0016787; GO:0004519; GO:0004518; GO:0009372; GO:0003723; GO:0030308; GO:0004521; GO:0005515; GO:0003677,cellular processes and signaling,V,b2782,0.2% glucose (c limitation),4.09e-05,Balakrishnan et al. 2022,NQ1243,0.56
mcrC,GO:0005829; GO:0009307,cellular processes and signaling,V,b4345,0.2% glucose (c limitation),4.53e-06,Balakrishnan et al. 2022,NQ1243,0.56
mdaB,GO:0016491; GO:0005737; GO:0055114; GO:0005829; GO:0050660; GO:0008753,poorly characterized,R,b3028,0.2% glucose (c limitation),3.42e-05,Balakrishnan et al. 2022,NQ1243,0.56
mdh,GO:0019752; GO:0055114; GO:0016491; GO:0005975; GO:0003824; GO:0019898; GO:0016616; GO:0005737; GO:0005829; GO:0016615; GO:0006108; GO:0006096; GO:0030060; GO:0006099; GO:0009061; GO:0006113,metabolism,C,b3236,0.2% glucose (c limitation),0.00233,Balakrishnan et al. 2022,NQ1243,0.56
mdtL,GO:0022857; GO:0006855; GO:0005887; GO:0015299; GO:0055085; GO:0005886; GO:0046677; GO:0016021; GO:0016020,metabolism,G,b3710,0.2% glucose (c limitation),3.9e-06,Balakrishnan et al. 2022,NQ1243,0.56
melB,GO:0071702; GO:0022857; GO:0005515; GO:0055085; GO:0035725; GO:0034219; GO:0016021; GO:0015293; GO:0008643; GO:0005886; GO:0006814; GO:0015769; GO:0015765; GO:0015592; GO:0043887; GO:0005887; GO:0015486; GO:0015487; GO:0016020,metabolism,G,b4120,0.2% glucose (c limitation),4.47e-06,Balakrishnan et al. 2022,NQ1243,0.56
mfd,GO:0006283; GO:0043175; GO:0015616; GO:0005515; GO:0005737; GO:0016787; GO:0003676; GO:0006974; GO:0003684; GO:0005829; GO:0000716; GO:0006355; GO:0006281; GO:0005524; GO:0003677; GO:0000166,information storage and processing,K,b1114,0.2% glucose (c limitation),5.83e-05,Balakrishnan et al. 2022,NQ1243,0.56
mlc,GO:0042802; GO:0005975; GO:0005515; GO:0005829; GO:0046872; GO:0003677; GO:0006351; GO:0005737,information storage and processing,K,b1594,0.2% glucose (c limitation),5.49e-05,Balakrishnan et al. 2022,NQ1243,0.56
moaD,GO:0005829; GO:0000166; GO:0005515; GO:0006777,metabolism,H,b0784,0.2% glucose (c limitation),2.59e-05,Balakrishnan et al. 2022,NQ1243,0.56
moaE,GO:0042803; GO:0005829; GO:0030366; GO:0016740; GO:0005515; GO:0006777,metabolism,H,b0785,0.2% glucose (c limitation),5.81e-05,Balakrishnan et al. 2022,NQ1243,0.56
mobA,GO:0070568; GO:0019720; GO:0005829; GO:1902758; GO:0061603; GO:0000287; GO:0003824; GO:0046872; GO:0016740; GO:0005515; GO:0005737; GO:0005525; GO:0000166; GO:0006777,metabolism,H,b3857,0.2% glucose (c limitation),1.57e-05,Balakrishnan et al. 2022,NQ1243,0.56
mog,GO:0005515; GO:0042802; GO:0005829; GO:0061598; GO:0006777; GO:0032324; GO:0016740; GO:0005524; GO:0000166,metabolism,H,b0009,0.2% glucose (c limitation),8.77e-05,Balakrishnan et al. 2022,NQ1243,0.56
mokB,no ontology,Not Assigned,Not Assigned,b1420,0.2% glucose (c limitation),0.000133,Balakrishnan et al. 2022,NQ1243,0.56
mokC,GO:0005886; GO:0005887; GO:0016021; GO:0016020,Not Assigned,Not Assigned,b0018,0.2% glucose (c limitation),4.8e-06,Balakrishnan et al. 2022,NQ1243,0.56
mpl,GO:0005829; GO:0042802; GO:0016874; GO:0009058; GO:0009254; GO:0005737; GO:0005576; GO:0051301; GO:0009252; GO:0008360; GO:0007049; GO:0071555; GO:0005524; GO:0000166; GO:0016881; GO:0000270,cellular processes and signaling,M,b4233,0.2% glucose (c limitation),0.000119,Balakrishnan et al. 2022,NQ1243,0.56
mqo,GO:0005737; GO:0005829; GO:0050660; GO:0009898; GO:0016491; GO:0052589; GO:0055114; GO:0008924; GO:0006099,metabolism,G,b2210,0.2% glucose (c limitation),1.78e-05,Balakrishnan et al. 2022,NQ1243,0.56
mrdA,GO:0071972; GO:0005515; GO:0030288; GO:0016787; GO:0008233; GO:0004180; GO:0016021; GO:0006508; GO:0016020; GO:0005887; GO:0005886; GO:0009002; GO:0046677; GO:0008658; GO:0008360; GO:0071555; GO:0009252,cellular processes and signaling,M,b0635,0.2% glucose (c limitation),4.39e-05,Balakrishnan et al. 2022,NQ1243,0.56
mrp,GO:0051539; GO:0016887; GO:0016226; GO:0016787; GO:0046872; GO:0051536; GO:0005829; GO:0005524; GO:0000166,cellular processes and signaling,D,b2113,0.2% glucose (c limitation),0.000101,Balakrishnan et al. 2022,NQ1243,0.56
mrr,GO:0090305; GO:0005829; GO:0043590; GO:0051599; GO:0032067; GO:0015666; GO:0003677; GO:0004519; GO:0009307,cellular processes and signaling,V,b4351,0.2% glucose (c limitation),2.69e-05,Balakrishnan et al. 2022,NQ1243,0.56
mtlR,GO:0005515; GO:0005829; GO:0045892,information storage and processing,K,b3601,0.2% glucose (c limitation),2.7e-05,Balakrishnan et al. 2022,NQ1243,0.56
mtn,GO:0110052; GO:0046124; GO:0042802; GO:0005829; GO:0033353; GO:0042803; GO:0016787; GO:0009116; GO:0009086; GO:0008652; GO:0003824; GO:0009164; GO:0019509; GO:0019284; GO:0008930; GO:0008782,metabolism,F,b0159,0.2% glucose (c limitation),0.000199,Balakrishnan et al. 2022,NQ1243,0.56
mtr,GO:0016021; GO:0016020; GO:0015801; GO:0015173; GO:0006865; GO:0005886; GO:0015827; GO:0005300; GO:0003333; GO:0015293; GO:0022804; GO:0005887,metabolism,E,b3161,0.2% glucose (c limitation),2.7e-05,Balakrishnan et al. 2022,NQ1243,0.56
mug,GO:0019104; GO:0016787; GO:0006974; GO:0006281; GO:0005829; GO:0008263; GO:0006285; GO:0003677; GO:0005737,information storage and processing,L,b3068,0.2% glucose (c limitation),7.05e-05,Balakrishnan et al. 2022,NQ1243,0.56
nac,GO:0006355; GO:0042128; GO:0003677; GO:0005829; GO:0045892; GO:0045893; GO:0003700; GO:0005737,information storage and processing,K,b1988,0.2% glucose (c limitation),3.46e-06,Balakrishnan et al. 2022,NQ1243,0.56
nagC,GO:0003700; GO:0005829; GO:0006355; GO:0005975; GO:0003677,information storage and processing,K,b0676,0.2% glucose (c limitation),7.22e-05,Balakrishnan et al. 2022,NQ1243,0.56
narK,GO:0015113; GO:0005887; GO:0055085; GO:0042128; GO:0005886; GO:0016021; GO:0016020; GO:0015706; GO:0015707; GO:0015112; GO:0005452; GO:0015513; GO:0015514,metabolism,P,b1223,0.2% glucose (c limitation),6.85e-07,Balakrishnan et al. 2022,NQ1243,0.56
narL,GO:0010468; GO:0090352; GO:0005515; GO:0045892; GO:0032993; GO:0001217; GO:0000976; GO:0042128; GO:0005829; GO:0006355; GO:0005524; GO:0003677; GO:0000166; GO:0000160,information storage and processing,K,b1221,0.2% glucose (c limitation),4.08e-05,Balakrishnan et al. 2022,NQ1243,0.56
